seg_index,timestamp,representation,bitrate_kbps,seg_dur_s,seg_bytes,download_time_s,throughput_kbps,buffer_s,stall_events,stall_duration_s,action
1,0.132,1,295.0,4.0,77930,0.1272,4902.5,4.0,0,0.0,steady
2,0.452,1,295.0,4.0,190947,0.3201,4771.5,7.68,0,0.0,steady
3,2.864,4,2924.4,4.0,1440488,2.4114,4778.9,9.27,0,0.0,switch
4,5.477,4,2924.4,4.0,1560430,2.6128,4777.7,10.65,0,0.0,steady
5,8.215,4,2924.4,4.0,1637070,2.7384,4782.5,11.92,0,0.0,steady
6,9.911,4,2924.4,4.0,1013753,1.6951,4784.3,14.22,0,0.0,steady
7,12.022,4,2924.4,4.0,1260231,2.1107,4776.6,16.11,0,0.0,steady
8,17.118,4,2924.4,4.0,1489755,5.096,2338.7,15.01,0,0.0,steady
9,18.497,3,1465.2,4.0,824245,1.379,4781.8,17.63,0,0.0,switch
10,21.365,4,2924.4,4.0,1713066,2.8679,4778.6,18.77,0,0.0,switch
11,23.089,4,2924.4,4.0,1030878,1.7244,4782.6,21.04,0,0.0,steady
12,25.251,4,2924.4,4.0,1291502,2.1617,4779.7,22.88,0,0.0,steady
13,27.843,4,2924.4,4.0,1537016,2.5911,4745.5,24.29,0,0.0,steady
14,48.185,4,2924.4,4.0,1623114,2.719,4775.7,7.95,0,0.0,steady
15,51.414,4,2924.4,4.0,1928282,3.2293,4776.9,8.72,0,0.0,steady
16,52.627,4,2924.4,4.0,723959,1.2127,4775.7,11.5,0,0.0,steady
17,55.004,4,2924.4,4.0,1419382,2.3764,4778.2,13.13,0,0.0,steady
18,60.618,4,2924.4,4.0,1920802,5.6142,2737.1,11.51,0,0.0,steady
19,61.961,3,1465.2,4.0,696701,1.343,4150.2,14.17,0,0.0,switch
20,64.659,4,2924.4,4.0,1610274,2.6969,4776.6,15.47,0,0.0,switch
21,67.395,4,2924.4,4.0,1634038,2.736,4777.8,16.74,0,0.0,steady
22,69.646,4,2924.4,4.0,1343919,2.2508,4776.7,18.49,0,0.0,steady
23,70.897,4,2924.4,4.0,746363,1.2512,4772.2,21.23,0,0.0,steady
