seg_index,timestamp,representation,bitrate_kbps,seg_dur_s,seg_bytes,download_time_s,throughput_kbps,buffer_s,stall_events,stall_duration_s,action
1,0.083,1,295.0,4.0,77930,0.0798,7813.8,4.0,0,0.0,steady
2,0.284,1,295.0,4.0,190947,0.2,7639.2,7.8,0,0.0,steady
3,3.408,5,5818.1,4.0,2986462,3.1241,7647.4,8.68,0,0.0,switch
4,6.766,5,5818.1,4.0,3208756,3.3572,7646.2,9.32,0,0.0,steady
5,9.98,5,5818.1,4.0,3073850,3.2135,7652.3,10.1,0,0.0,steady
6,12.073,5,5818.1,4.0,2001339,2.0931,7649.4,12.01,0,0.0,steady
7,14.71,5,5818.1,4.0,2522294,2.6366,7653.1,13.37,0,0.0,steady
8,17.54,5,5818.1,4.0,2704846,2.8289,7649.2,14.54,0,0.0,steady
9,22.531,5,5818.1,4.0,3235440,4.9907,5186.3,13.55,0,0.0,steady
10,24.325,4,2924.4,4.0,1713066,1.7939,7639.4,15.76,0,0.0,switch
11,26.707,5,5818.1,4.0,2275093,2.3817,7641.9,17.38,0,0.0,switch
12,29.435,5,5818.1,4.0,2605054,2.727,7642.1,18.65,0,0.0,steady
13,32.575,5,5818.1,4.0,2999223,3.1392,7643.3,19.51,0,0.0,steady
14,35.948,5,5818.1,4.0,3222204,3.3721,7644.3,20.14,0,0.0,steady
15,39.788,5,5818.1,4.0,3571798,3.8397,7441.8,20.3,0,0.0,steady
16,41.641,5,5818.1,4.0,1735349,1.853,7492.2,22.44,0,0.0,steady
17,59.684,5,5818.1,4.0,3176389,18.0421,1408.4,8.4,0,0.0,steady
18,60.165,2,685.0,4.0,456690,0.4813,7591.3,11.92,0,0.0,switch
19,62.995,5,5818.1,4.0,2702943,2.8303,7640.0,13.09,0,0.0,switch
20,66.193,5,5818.1,4.0,3054691,3.1978,7641.9,13.89,0,0.0,steady
21,69.769,5,5818.1,4.0,3415444,3.5753,7642.2,14.31,0,0.0,steady
22,72.638,5,5818.1,4.0,2740303,2.8688,7641.6,15.45,0,0.0,steady
23,74.183,5,5818.1,4.0,1473621,1.5446,7632.3,17.9,0,0.0,steady
24,77.746,5,5818.1,4.0,3098959,3.5634,6957.3,18.34,0,0.0,steady
25,81.377,5,5818.1,4.0,1868801,3.6307,4117.7,18.71,0,0.0,steady
26,82.756,4,2924.4,4.0,1313599,1.3793,7618.9,21.33,0,0.0,switch
27,85.998,5,5818.1,4.0,3095584,3.2415,7639.9,22.09,0,0.0,switch
28,89.833,5,5818.1,4.0,3663678,3.8351,7642.5,22.25,0,0.0,steady
29,93.156,5,5818.1,4.0,3173531,3.3227,7640.7,22.93,0,0.0,steady
30,96.478,5,5818.1,4.0,3172071,3.3213,7640.6,23.61,0,0.0,steady
31,100.148,5,5818.1,4.0,3505634,3.67,7641.8,23.94,0,0.0,steady
32,118.265,5,5818.1,4.0,3329855,18.1166,1470.4,9.82,0,0.0,steady
