seg_index,timestamp,representation,bitrate_kbps,seg_dur_s,seg_bytes,download_time_s,throughput_kbps,buffer_s,stall_events,stall_duration_s,action
1,0.085,1,295.0,4.0,77930,0.0806,7739.7,4.0,0,0.0,steady
2,0.285,1,295.0,4.0,190947,0.2003,7627.0,7.8,0,0.0,steady
3,3.409,5,5818.1,4.0,2986462,3.1238,7648.2,8.68,0,0.0,switch
4,6.767,5,5818.1,4.0,3208756,3.3577,7645.1,9.32,0,0.0,steady
5,9.982,5,5818.1,4.0,3073850,3.2141,7650.9,10.1,0,0.0,steady
6,12.075,5,5818.1,4.0,2001339,2.093,7649.5,12.01,0,0.0,steady
7,14.712,5,5818.1,4.0,2522294,2.6365,7653.4,13.37,0,0.0,steady
8,17.542,5,5818.1,4.0,2704846,2.829,7649.0,14.54,0,0.0,steady
9,22.546,5,5818.1,4.0,3235440,5.0038,5172.8,13.54,0,0.0,steady
10,24.341,4,2924.4,4.0,1713066,1.7947,7636.0,15.74,0,0.0,switch
11,26.723,5,5818.1,4.0,2275093,2.3811,7643.9,17.36,0,0.0,switch
12,29.45,5,5818.1,4.0,2605054,2.727,7642.4,18.63,0,0.0,steady
13,32.589,5,5818.1,4.0,2999223,3.1387,7644.5,19.5,0,0.0,steady
14,35.962,5,5818.1,4.0,3222204,3.3723,7643.9,20.12,0,0.0,steady
15,39.73,5,5818.1,4.0,3571798,3.7668,7585.9,20.36,0,0.0,steady
16,41.588,5,5818.1,4.0,1735349,1.8588,7468.7,22.5,0,0.0,steady
17,59.644,5,5818.1,4.0,3176389,18.0551,1407.4,8.44,0,0.0,steady
18,60.126,2,685.0,4.0,456690,0.4814,7589.5,11.96,0,0.0,switch
19,62.957,5,5818.1,4.0,2702943,2.8308,7638.6,13.13,0,0.0,switch
20,66.155,5,5818.1,4.0,3054691,3.1982,7641.0,13.93,0,0.0,steady
21,69.731,5,5818.1,4.0,3415444,3.576,7640.8,14.35,0,0.0,steady
22,72.601,5,5818.1,4.0,2740303,2.869,7641.0,15.48,0,0.0,steady
23,74.145,5,5818.1,4.0,1473621,1.5447,7631.9,17.94,0,0.0,steady
24,77.439,5,5818.1,4.0,3098959,3.2938,7526.8,18.65,0,0.0,steady
25,81.007,5,5818.1,4.0,1868801,3.5675,4190.7,19.08,0,0.0,steady
26,82.385,4,2924.4,4.0,1313599,1.378,7626.3,21.7,0,0.0,switch
27,85.627,5,5818.1,4.0,3095584,3.2414,7640.1,22.46,0,0.0,switch
28,89.462,5,5818.1,4.0,3663678,3.8351,7642.4,22.62,0,0.0,steady
29,92.785,5,5818.1,4.0,3173531,3.3227,7640.9,23.3,0,0.0,steady
30,96.106,5,5818.1,4.0,3172071,3.3208,7641.6,23.98,0,0.0,steady
31,99.776,5,5818.1,4.0,3505634,3.6701,7641.6,24.31,0,0.0,steady
32,118.227,5,5818.1,4.0,3329855,18.0498,1475.9,9.86,0,0.0,steady
