seg_index,timestamp,representation,bitrate_kbps,seg_dur_s,seg_bytes,download_time_s,throughput_kbps,buffer_s,stall_events,stall_duration_s,action
1,0.083,1,295.0,4.0,77930,0.0798,7813.5,4.0,0,0.0,steady
2,0.284,1,295.0,4.0,190947,0.2005,7620.1,7.8,0,0.0,steady
3,3.408,5,5818.1,4.0,2986462,3.1237,7648.6,8.68,0,0.0,switch
4,6.766,5,5818.1,4.0,3208756,3.3572,7646.3,9.32,0,0.0,steady
5,9.98,5,5818.1,4.0,3073850,3.2139,7651.4,10.1,0,0.0,steady
6,12.074,5,5818.1,4.0,2001339,2.0939,7646.3,12.01,0,0.0,steady
7,14.712,5,5818.1,4.0,2522294,2.6371,7651.8,13.37,0,0.0,steady
8,17.542,5,5818.1,4.0,2704846,2.8295,7647.6,14.54,0,0.0,steady
9,22.591,5,5818.1,4.0,3235440,5.0483,5127.2,13.49,0,0.0,steady
10,24.385,4,2924.4,4.0,1713066,1.7939,7639.4,15.7,0,0.0,switch
11,26.767,5,5818.1,4.0,2275093,2.3815,7642.4,17.32,0,0.0,switch
12,29.495,5,5818.1,4.0,2605054,2.727,7642.3,18.59,0,0.0,steady
13,32.634,5,5818.1,4.0,2999223,3.139,7643.7,19.45,0,0.0,steady
14,36.007,5,5818.1,4.0,3222204,3.3722,7644.1,20.08,0,0.0,steady
15,39.808,5,5818.1,4.0,3571798,3.7998,7519.9,20.28,0,0.0,steady
16,41.677,5,5818.1,4.0,1735349,1.8696,7425.6,22.41,0,0.0,steady
17,59.883,5,5818.1,4.0,3176389,18.2052,1395.8,8.2,0,0.0,steady
18,60.365,2,685.0,4.0,456690,0.4815,7588.3,11.72,0,0.0,switch
19,63.196,5,5818.1,4.0,2702943,2.8309,7638.4,12.89,0,0.0,switch
20,66.394,5,5818.1,4.0,3054691,3.1981,7641.3,13.69,0,0.0,steady
21,69.97,5,5818.1,4.0,3415444,3.5757,7641.5,14.11,0,0.0,steady
22,72.839,5,5818.1,4.0,2740303,2.8692,7640.6,15.24,0,0.0,steady
23,74.384,5,5818.1,4.0,1473621,1.5446,7632.4,17.7,0,0.0,steady
24,77.68,5,5818.1,4.0,3098959,3.2955,7522.9,18.4,0,0.0,steady
25,81.245,5,5818.1,4.0,1868801,3.565,4193.7,18.84,0,0.0,steady
26,82.624,4,2924.4,4.0,1313599,1.3788,7621.5,21.46,0,0.0,switch
27,85.865,5,5818.1,4.0,3095584,3.2412,7640.6,22.22,0,0.0,switch
28,89.701,5,5818.1,4.0,3663678,3.836,7640.6,22.38,0,0.0,steady
29,93.025,5,5818.1,4.0,3173531,3.3229,7640.3,23.06,0,0.0,steady
30,96.346,5,5818.1,4.0,3172071,3.3211,7641.0,23.74,0,0.0,steady
31,100.016,5,5818.1,4.0,3505634,3.6703,7641.0,24.07,0,0.0,steady
32,118.103,5,5818.1,4.0,3329855,17.9863,1481.1,9.98,0,0.0,steady
