t,x,dist,rsu,rssi,rssi_src,bw_mbps,quality,quality_idx,seg,loss,stall,buffer_s,handover,vehicle_speed_kmh,outage,cum_outage_s
20.0,-188.9,188.9,1,-72.00,live,2.000,360p,0,12,0.000,0,28.0,0,20.0,0,0.000
20.5,-186.1,186.1,1,-72.00,live,2.000,360p,0,13,0.000,0,29.5,0,20.0,0,0.000
21.0,-183.3,183.3,1,-72.00,live,2.000,360p,0,13,0.000,0,29.0,0,20.0,0,0.000
21.5,-180.5,180.5,1,-71.00,live,5.000,360p,0,13,0.000,0,28.5,0,20.0,0,0.000
22.0,-177.7,177.7,1,-71.00,live,5.000,360p,0,14,0.000,0,29.5,0,20.0,0,0.000
22.5,-175.0,175.0,1,-71.00,live,5.000,360p,0,14,0.000,0,29.0,0,20.0,0,0.000
23.0,-172.2,172.2,1,-71.00,live,5.000,720p,1,15,0.000,0,29.5,0,20.0,0,0.000
23.5,-169.4,169.4,1,-71.00,live,5.000,720p,1,15,0.000,0,29.0,0,20.0,0,0.000
24.0,-166.6,166.6,1,-71.00,live,5.000,720p,1,15,0.000,0,28.5,0,20.0,0,0.000
24.5,-163.8,163.8,1,-71.00,live,5.000,720p,1,15,0.000,0,28.0,0,20.0,0,0.000
25.0,-161.1,161.1,1,-71.00,live,5.000,720p,1,15,0.000,0,27.5,0,20.0,0,0.000
25.5,-158.3,158.3,1,-70.00,live,5.000,720p,1,15,0.000,0,27.0,0,20.0,0,0.000
26.0,-155.5,155.5,1,-70.00,live,5.000,720p,1,16,0.000,0,29.5,0,20.0,0,0.000
26.5,-152.7,152.7,1,-70.00,live,5.000,720p,1,16,0.000,0,29.0,0,20.0,0,0.000
27.0,-150.0,150.0,1,-70.00,live,5.000,720p,1,17,0.000,0,29.5,0,20.0,0,0.000
27.5,-147.2,147.2,1,-70.00,live,5.000,720p,1,17,0.000,0,29.0,0,20.0,0,0.000
28.0,-144.4,144.4,1,-70.00,live,5.000,720p,1,17,0.000,0,28.5,0,20.0,0,0.000
28.5,-141.6,141.6,1,-69.00,live,5.000,720p,1,18,0.000,0,29.5,0,20.0,0,0.000
29.0,-138.8,138.8,1,-69.00,live,5.000,720p,1,18,0.000,0,29.0,0,20.0,0,0.000
29.5,-136.1,136.1,1,-69.00,live,5.000,720p,1,18,0.000,0,28.5,0,20.0,0,0.000
30.0,-133.3,133.3,1,-69.00,live,5.000,720p,1,18,0.000,0,28.0,0,20.0,0,0.000
30.5,-130.5,130.5,1,-69.00,live,5.000,720p,1,18,0.000,0,27.5,0,20.0,0,0.000
31.0,-127.7,127.7,1,-69.00,live,5.000,720p,1,18,0.000,0,27.0,0,20.0,0,0.000
31.5,-125.0,125.0,1,-68.00,live,5.000,720p,1,19,0.000,0,29.5,0,20.0,0,0.000
32.0,-122.2,122.2,1,-68.00,live,5.000,720p,1,19,0.000,0,29.0,0,20.0,0,0.000
32.5,-119.4,119.4,1,-68.00,live,5.000,720p,1,19,0.000,0,28.5,0,20.0,0,0.000
33.0,-116.6,116.6,1,-68.00,live,5.000,720p,1,20,0.000,0,29.5,0,20.0,0,0.000
33.5,-113.8,113.8,1,-68.00,live,5.000,720p,1,20,0.000,0,29.0,0,20.0,0,0.000
34.0,-111.1,111.1,1,-67.00,live,5.000,720p,1,20,0.000,0,28.5,0,20.0,0,0.000
34.5,-108.3,108.3,1,-67.00,live,5.000,720p,1,20,0.000,0,28.0,0,20.0,0,0.000
35.0,-105.5,105.5,1,-67.00,live,5.000,720p,1,20,0.000,0,27.5,0,20.0,0,0.000
35.5,-102.7,102.7,1,-67.00,live,5.000,720p,1,21,0.000,0,29.5,0,20.0,0,0.000
36.0,-99.9,99.9,1,-67.00,live,5.000,720p,1,21,10.000,0,29.0,0,20.0,0,0.000
36.5,-97.2,97.2,1,-66.00,live,5.000,720p,1,21,0.000,0,28.5,0,20.0,0,0.000
37.0,-94.4,94.4,1,-66.00,live,5.000,720p,1,21,0.000,0,28.0,0,20.0,0,0.000
37.5,-91.6,91.6,1,-66.00,live,5.000,720p,1,21,0.000,0,27.5,0,20.0,0,0.000
38.0,-88.8,88.8,1,-66.00,live,5.000,720p,1,21,0.000,0,27.0,0,20.0,0,0.000
38.5,-86.1,86.1,1,-65.00,live,8.000,720p,1,21,0.000,0,26.5,0,20.0,0,0.000
39.0,-83.3,83.3,1,-65.00,live,8.000,720p,1,22,0.000,0,29.5,0,20.0,0,0.000
39.5,-80.5,80.5,1,-65.00,live,8.000,720p,1,22,0.000,0,29.0,0,20.0,0,0.000
40.0,-77.7,77.7,1,-65.00,live,8.000,720p,1,22,0.000,0,28.5,0,20.0,0,0.000
40.5,-74.9,74.9,1,-64.00,live,8.000,720p,1,22,0.000,0,28.0,0,20.0,0,0.000
41.0,-72.2,72.2,1,-64.00,live,8.000,720p,1,22,0.000,0,27.5,0,20.0,0,0.000
41.5,-69.4,69.4,1,-64.00,live,8.000,720p,1,22,0.000,0,27.0,0,20.0,0,0.000
42.0,-66.6,66.6,1,-63.00,live,8.000,720p,1,22,0.000,0,26.5,0,20.0,0,0.000
42.5,-63.8,63.8,1,-63.00,live,8.000,720p,1,22,0.000,0,26.0,0,20.0,0,0.000
43.0,-61.0,61.0,1,-63.00,live,8.000,1080p,2,23,0.000,0,29.5,0,20.0,0,0.000
43.5,-58.3,58.3,1,-62.00,live,8.000,1080p,2,23,0.000,0,29.0,0,20.0,0,0.000
44.0,-55.5,55.5,1,-62.00,live,8.000,1080p,2,23,0.000,0,28.5,0,20.0,0,0.000
44.5,-52.7,52.7,1,-61.00,live,8.000,1080p,2,23,0.000,0,28.0,0,20.0,0,0.000
45.0,-49.9,49.9,1,-61.00,live,8.000,1080p,2,23,0.000,0,27.5,0,20.0,0,0.000
45.5,-47.1,47.1,1,-60.00,live,8.000,1080p,2,23,0.000,0,27.0,0,20.0,0,0.000
46.0,-44.4,44.4,1,-60.00,live,8.000,1080p,2,23,0.000,0,26.5,0,20.0,0,0.000
46.5,-41.6,41.6,1,-59.00,live,10.000,1080p,2,23,0.000,0,26.0,0,20.0,0,0.000
47.0,-38.8,38.8,1,-59.00,live,10.000,1080p,2,23,0.000,0,25.5,0,20.0,0,0.000
47.5,-36.0,36.0,1,-58.00,live,10.000,1080p,2,24,0.000,0,29.0,0,20.0,0,0.000
48.0,-33.3,33.3,1,-58.00,live,10.000,1080p,2,24,0.000,0,28.5,0,20.0,0,0.000
48.5,-30.5,30.5,1,-57.00,live,10.000,1080p,2,24,0.000,0,28.0,0,20.0,0,0.000
49.0,-27.7,27.7,1,-56.00,live,10.000,1080p,2,24,0.000,0,27.5,0,20.0,0,0.000
49.5,-24.9,24.9,1,-55.00,live,10.000,1080p,2,24,0.000,0,27.0,0,20.0,0,0.000
50.0,-22.1,22.1,1,-54.00,live,10.000,1080p,2,24,0.000,0,26.5,0,20.0,0,0.000
50.5,-19.4,19.4,1,-53.00,live,10.000,1080p,2,24,0.000,0,26.0,0,20.0,0,0.000
51.0,-16.6,16.6,1,-52.00,live,10.000,1080p,2,25,0.000,0,29.5,0,20.0,0,0.000
51.5,-13.8,13.8,1,-50.00,live,10.000,1080p,2,25,0.000,0,29.0,0,20.0,0,0.000
52.0,-11.0,11.0,1,-48.00,live,10.000,1080p,2,25,0.000,0,28.5,0,20.0,0,0.000
52.5,-8.2,8.2,1,-46.00,live,10.000,1080p,2,25,0.000,0,28.0,0,20.0,0,0.000
53.0,-5.5,5.5,1,-43.00,live,10.000,1080p,2,25,0.000,0,27.5,0,20.0,0,0.000
53.5,-2.7,2.7,1,-37.00,live,10.000,1080p,2,25,0.000,0,27.0,0,20.0,0,0.000
54.0,0.1,0.1,1,-10.00,live,10.000,1080p,2,25,0.000,0,26.5,0,20.0,0,0.000
54.5,2.9,2.9,1,-37.00,live,10.000,1080p,2,25,0.000,0,26.0,0,20.0,0,0.000
55.0,5.6,5.6,1,-43.00,live,10.000,1080p,2,26,0.000,0,29.5,0,20.0,0,0.000
55.5,8.4,8.4,1,-46.00,live,10.000,1080p,2,26,0.000,0,29.0,0,20.0,0,0.000
56.0,11.2,11.2,1,-49.00,live,10.000,1080p,2,26,0.000,0,28.5,0,20.0,0,0.000
56.5,14.0,14.0,1,-50.00,live,10.000,1080p,2,26,0.000,0,28.0,0,20.0,0,0.000
57.0,16.8,16.8,1,-52.00,live,10.000,1080p,2,26,0.000,0,27.5,0,20.0,0,0.000
57.5,19.5,19.5,1,-53.00,live,10.000,1080p,2,26,0.000,0,27.0,0,20.0,0,0.000
58.0,22.3,22.3,1,-54.00,live,10.000,1080p,2,26,0.000,0,26.5,0,20.0,0,0.000
58.5,25.1,25.1,1,-55.00,live,10.000,1080p,2,26,0.000,0,26.0,0,20.0,0,0.000
59.0,27.9,27.9,1,-56.00,live,10.000,1080p,2,27,0.000,0,29.5,0,20.0,0,0.000
59.5,30.7,30.7,1,-57.00,live,10.000,1080p,2,27,0.000,0,29.0,0,20.0,0,0.000
60.0,33.4,33.4,1,-58.00,live,10.000,1080p,2,27,0.000,0,28.5,0,20.0,0,0.000
60.5,36.2,36.2,1,-58.00,live,10.000,1080p,2,27,0.000,0,28.0,0,20.0,0,0.000
61.0,39.0,39.0,1,-59.00,live,10.000,1080p,2,27,0.000,0,27.5,0,20.0,0,0.000
61.5,41.8,41.8,1,-59.00,live,10.000,1080p,2,27,0.000,0,27.0,0,20.0,0,0.000
62.0,44.5,44.5,1,-60.00,live,10.000,1080p,2,27,0.000,0,26.5,0,20.0,0,0.000
62.5,47.3,47.3,1,-60.00,live,10.000,1080p,2,27,0.000,0,26.0,0,20.0,0,0.000
63.0,50.1,50.1,1,-61.00,live,10.000,1080p,2,28,0.000,0,29.5,0,20.0,0,0.000
63.5,52.9,52.9,1,-61.00,live,10.000,1080p,2,28,0.000,0,29.0,0,20.0,0,0.000
64.0,55.7,55.7,1,-62.00,live,10.000,1080p,2,28,0.000,0,28.5,0,20.0,0,0.000
64.5,58.4,58.4,1,-62.00,live,10.000,1080p,2,28,0.000,0,28.0,0,20.0,0,0.000
65.0,61.2,61.2,1,-63.00,live,8.000,1080p,2,28,0.000,0,27.5,0,20.0,0,0.000
65.5,64.0,64.0,1,-63.00,live,8.000,1080p,2,28,0.000,0,27.0,0,20.0,0,0.000
66.0,66.8,66.8,1,-63.00,live,8.000,1080p,2,28,0.000,0,26.5,0,20.0,0,0.000
66.5,69.6,69.6,1,-64.00,live,8.000,1080p,2,28,0.000,0,26.0,0,20.0,0,0.000
67.0,72.3,72.3,1,-64.00,live,8.000,1080p,2,29,0.000,0,29.5,0,20.0,0,0.000
67.5,75.1,75.1,1,-64.00,live,8.000,1080p,2,29,0.000,0,29.0,0,20.0,0,0.000
68.0,77.9,77.9,1,-65.00,live,8.000,1080p,2,29,0.000,0,28.5,0,20.0,0,0.000
68.5,80.7,80.7,1,-65.00,live,8.000,1080p,2,29,0.000,0,28.0,0,20.0,0,0.000
69.0,83.4,83.4,1,-65.00,live,8.000,1080p,2,29,0.000,0,27.5,0,20.0,0,0.000
69.5,86.2,86.2,1,-65.00,live,8.000,1080p,2,29,0.000,0,27.0,0,20.0,0,0.000
70.0,89.0,89.0,1,-66.00,live,8.000,1080p,2,29,0.000,0,26.5,0,20.0,0,0.000
70.5,91.8,91.8,1,-66.00,live,8.000,1080p,2,29,0.000,0,26.0,0,20.0,0,0.000
71.0,94.6,94.6,1,-66.00,live,8.000,1080p,2,30,0.000,0,29.5,0,20.0,0,0.000
71.5,97.3,97.3,1,-66.00,live,8.000,1080p,2,30,0.000,0,29.0,0,20.0,0,0.000
72.0,100.1,100.1,1,-67.00,live,8.000,1080p,2,30,0.000,0,28.5,0,20.0,0,0.000
72.5,102.9,102.9,1,-67.00,live,8.000,1080p,2,30,0.000,0,28.0,0,20.0,0,0.000
73.0,105.7,105.7,1,-67.00,live,8.000,1080p,2,30,0.000,0,27.5,0,20.0,0,0.000
73.5,108.5,108.5,1,-67.00,live,8.000,1080p,2,30,0.000,0,27.0,0,20.0,0,0.000
74.0,111.2,111.2,1,-67.00,live,8.000,1080p,2,30,0.000,0,26.5,0,20.0,0,0.000
74.5,114.0,114.0,1,-68.00,live,8.000,1080p,2,30,0.000,0,26.0,0,20.0,0,0.000
75.0,116.8,116.8,1,-68.00,live,8.000,1080p,2,31,0.000,0,29.5,0,20.0,0,0.000
75.5,119.6,119.6,1,-68.00,live,8.000,1080p,2,31,0.000,0,29.0,0,20.0,0,0.000
76.0,122.3,122.3,1,-68.00,live,8.000,1080p,2,31,0.000,0,28.5,0,20.0,0,0.000
76.5,125.1,125.1,1,-68.00,live,8.000,1080p,2,31,0.000,0,28.0,0,20.0,0,0.000
77.0,127.9,127.9,1,-69.00,live,5.000,1080p,2,31,0.000,0,27.5,0,20.0,0,0.000
77.5,130.7,130.7,1,-69.00,live,5.000,1080p,2,31,0.000,0,27.0,0,20.0,0,0.000
78.0,133.5,133.5,1,-69.00,live,5.000,1080p,2,31,0.000,0,26.5,0,20.0,0,0.000
78.5,136.2,136.2,1,-69.00,live,5.000,1080p,2,31,0.000,0,26.0,0,20.0,0,0.000
79.0,139.0,139.0,1,-69.00,live,5.000,720p,1,32,0.000,0,29.5,0,20.0,0,0.000
79.5,141.8,141.8,1,-69.00,live,5.000,720p,1,32,0.000,0,29.0,0,20.0,0,0.000
80.0,144.6,144.6,1,-70.00,live,5.000,720p,1,32,0.000,0,28.5,0,20.0,0,0.000
80.5,147.4,147.4,1,-70.00,live,5.000,720p,1,32,0.000,0,28.0,0,20.0,0,0.000
81.0,150.1,150.1,1,-70.00,live,5.000,720p,1,32,0.000,0,27.5,0,20.0,0,0.000
81.5,152.9,152.9,1,-70.00,live,5.000,720p,1,32,0.000,0,27.0,0,20.0,0,0.000
82.0,155.7,155.7,1,-70.00,live,5.000,720p,1,32,0.000,0,26.5,0,20.0,0,0.000
82.5,158.5,158.5,1,-70.00,live,5.000,720p,1,32,0.000,0,26.0,0,20.0,0,0.000
83.0,161.2,161.2,1,-71.00,live,5.000,720p,1,32,0.000,0,25.5,0,20.0,0,0.000
83.5,164.0,164.0,1,-71.00,live,5.000,720p,1,33,0.000,0,29.0,0,20.0,0,0.000
84.0,166.8,166.8,1,-71.00,live,5.000,720p,1,33,0.000,0,28.5,0,20.0,0,0.000
84.5,169.6,169.6,1,-71.00,live,5.000,720p,1,33,0.000,0,28.0,0,20.0,0,0.000
85.0,172.4,172.4,1,-71.00,live,5.000,720p,1,33,0.000,0,27.5,0,20.0,0,0.000
85.5,175.1,175.1,1,-71.00,live,5.000,720p,1,33,0.000,0,27.0,0,20.0,0,0.000
86.0,177.9,177.9,1,-71.00,live,5.000,720p,1,33,0.000,0,26.5,0,20.0,0,0.000
86.5,180.7,180.7,1,-71.00,live,5.000,720p,1,33,0.000,0,26.0,0,20.0,0,0.000
87.0,183.5,183.5,1,-72.00,live,5.000,720p,1,34,0.000,0,29.5,0,20.0,0,0.000
87.5,186.3,186.3,1,-72.00,live,5.000,720p,1,34,0.000,0,29.0,0,20.0,0,0.000
88.0,189.0,189.0,1,-72.00,live,5.000,720p,1,34,0.000,0,28.5,0,20.0,0,0.000
88.5,191.8,191.8,1,-72.00,live,5.000,720p,1,34,0.000,0,28.0,0,20.0,0,0.000
89.0,194.6,194.6,1,-72.00,live,5.000,720p,1,34,0.000,0,27.5,0,20.0,0,0.000
89.5,197.4,197.4,1,-72.00,live,5.000,720p,1,34,0.000,0,27.0,0,20.0,0,0.000
90.0,200.1,200.1,1,-72.00,live,5.000,720p,1,34,0.000,0,26.5,0,20.0,0,0.000
90.5,202.9,202.9,1,-72.00,live,5.000,720p,1,34,0.000,0,26.0,0,20.0,0,0.000
91.0,205.7,205.7,1,-73.00,live,5.000,720p,1,35,0.000,0,29.5,0,20.0,0,0.000
91.5,208.5,208.5,1,-73.00,live,5.000,720p,1,35,0.000,0,29.0,0,20.0,0,0.000
92.0,211.3,211.3,1,-73.00,live,5.000,720p,1,35,0.000,0,28.5,0,20.0,0,0.000
92.5,214.0,214.0,1,-73.00,live,5.000,720p,1,35,0.000,0,28.0,0,20.0,0,0.000
93.0,216.8,216.8,1,-73.00,live,5.000,720p,1,35,0.000,0,27.5,0,20.0,0,0.000
93.5,219.6,219.6,1,-73.00,live,5.000,720p,1,35,0.000,0,27.0,0,20.0,0,0.000
94.0,222.4,222.4,1,-73.00,live,5.000,720p,1,35,0.000,0,26.5,0,20.0,0,0.000
94.5,225.2,225.2,1,-73.00,live,5.000,720p,1,35,0.000,0,26.0,0,20.0,0,0.000
95.0,227.9,227.9,1,-73.00,live,5.000,720p,1,36,0.000,0,29.5,0,20.0,0,0.000
95.5,230.7,230.7,1,-73.00,live,5.000,720p,1,36,0.000,0,29.0,0,20.0,0,0.000
96.0,233.5,233.5,1,-74.00,live,5.000,720p,1,36,0.000,0,28.5,0,20.0,0,0.000
96.5,236.3,236.3,1,-74.00,live,5.000,720p,1,36,0.000,0,28.0,0,20.0,0,0.000
97.0,239.0,239.0,1,-74.00,live,5.000,720p,1,36,0.000,0,27.5,0,20.0,0,0.000
97.5,241.8,241.8,1,-74.00,live,5.000,720p,1,36,0.000,0,27.0,0,20.0,0,0.000
98.0,244.6,244.6,1,-74.00,live,5.000,720p,1,36,0.000,0,26.5,0,20.0,0,0.000
98.5,247.4,247.4,1,-74.00,live,5.000,720p,1,36,0.000,0,26.0,0,20.0,0,0.000
99.0,250.2,249.8,2,-74.00,live,5.000,720p,1,37,60.000,0,29.5,1,20.0,0,0.000
99.9,255.2,244.8,2,-74.00,live,5.000,720p,1,37,100.000,0,28.6,0,20.0,0,0.000
100.4,257.9,242.1,2,-74.00,live,5.000,720p,1,37,20.000,0,28.1,0,20.0,0,0.000
100.9,260.7,239.3,2,-74.00,live,5.000,720p,1,37,0.000,0,27.6,0,20.0,0,0.000
101.4,263.5,236.5,2,-74.00,live,5.000,720p,1,37,0.000,0,27.1,0,20.0,0,0.000
101.9,266.3,233.7,2,-74.00,live,5.000,720p,1,37,0.000,0,26.6,0,20.0,0,0.000
102.4,269.1,230.9,2,-74.00,live,5.000,720p,1,37,0.000,0,26.1,0,20.0,0,0.000
102.9,271.8,228.2,2,-73.00,live,5.000,720p,1,38,0.000,0,29.5,0,20.0,0,0.000
103.4,274.6,225.4,2,-73.00,live,5.000,720p,1,38,0.000,0,29.0,0,20.0,0,0.000
103.9,277.4,222.6,2,-73.00,live,5.000,720p,1,38,0.000,0,28.5,0,20.0,0,0.000
104.4,280.2,219.8,2,-73.00,live,5.000,720p,1,38,0.000,0,28.0,0,20.0,0,0.000
104.9,282.9,217.1,2,-73.00,live,5.000,720p,1,38,0.000,0,27.5,0,20.0,0,0.000
105.4,285.7,214.3,2,-73.00,live,5.000,720p,1,38,0.000,0,27.0,0,20.0,0,0.000
105.9,288.5,211.5,2,-73.00,live,5.000,720p,1,38,0.000,0,26.5,0,20.0,0,0.000
106.4,291.3,208.7,2,-73.00,live,5.000,720p,1,38,0.000,0,26.0,0,20.0,0,0.000
106.9,294.1,205.9,2,-73.00,live,5.000,720p,1,39,0.000,0,29.5,0,20.0,0,0.000
107.4,296.8,203.2,2,-73.00,live,5.000,720p,1,39,0.000,0,29.0,0,20.0,0,0.000
107.9,299.6,200.4,2,-72.00,live,5.000,720p,1,39,0.000,0,28.5,0,20.0,0,0.000
108.4,302.4,197.6,2,-72.00,live,5.000,720p,1,39,0.000,0,28.0,0,20.0,0,0.000
108.9,305.2,194.8,2,-72.00,live,5.000,720p,1,39,0.000,0,27.5,0,20.0,0,0.000
109.4,308.0,192.0,2,-72.00,live,5.000,720p,1,39,0.000,0,27.0,0,20.0,0,0.000
109.9,310.7,189.3,2,-72.00,live,5.000,720p,1,39,0.000,0,26.5,0,20.0,0,0.000
110.4,313.5,186.5,2,-72.00,live,5.000,720p,1,39,0.000,0,26.0,0,20.0,0,0.000
110.9,316.3,183.7,2,-72.00,live,5.000,720p,1,40,0.000,0,29.5,0,20.0,0,0.000
111.4,319.1,180.9,2,-72.00,live,5.000,720p,1,40,0.000,0,29.0,0,20.0,0,0.000
111.9,321.8,178.2,2,-71.00,live,5.000,720p,1,40,0.000,0,28.5,0,20.0,0,0.000
112.4,324.6,175.4,2,-71.00,live,5.000,720p,1,40,0.000,0,28.0,0,20.0,0,0.000
112.9,327.4,172.6,2,-71.00,live,5.000,720p,1,40,0.000,0,27.5,0,20.0,0,0.000
113.4,330.2,169.8,2,-71.00,live,5.000,720p,1,40,0.000,0,27.0,0,20.0,0,0.000
113.9,333.0,167.0,2,-71.00,live,5.000,720p,1,40,0.000,0,26.5,0,20.0,0,0.000
114.4,335.7,164.3,2,-71.00,live,5.000,720p,1,40,0.000,0,26.0,0,20.0,0,0.000
114.9,338.5,161.5,2,-71.00,live,5.000,720p,1,41,0.000,0,29.5,0,20.0,0,0.000
115.4,341.3,158.7,2,-70.00,live,5.000,720p,1,41,0.000,0,29.0,0,20.0,0,0.000
115.9,344.1,155.9,2,-70.00,live,5.000,720p,1,41,0.000,0,28.5,0,20.0,0,0.000
116.4,346.9,153.1,2,-70.00,live,5.000,720p,1,41,0.000,0,28.0,0,20.0,0,0.000
116.9,349.6,150.4,2,-70.00,live,5.000,720p,1,41,0.000,0,27.5,0,20.0,0,0.000
117.4,352.4,147.6,2,-70.00,live,5.000,720p,1,41,10.000,0,27.0,0,20.0,0,0.000
117.9,355.2,144.8,2,-70.00,live,5.000,720p,1,41,100.000,0,26.5,0,20.0,0,0.000
118.4,358.0,142.0,2,-70.00,live,5.000,720p,1,41,100.000,0,26.0,0,20.0,0,0.000
118.9,360.7,139.3,2,-69.00,live,5.000,720p,1,42,0.000,0,29.5,0,20.0,0,0.000
119.4,363.5,136.5,2,-69.00,live,5.000,720p,1,42,0.000,0,29.0,0,20.0,0,0.000
119.9,366.3,133.7,2,-69.00,live,5.000,720p,1,42,0.000,0,28.5,0,20.0,0,0.000
120.4,369.1,130.9,2,-69.00,live,5.000,720p,1,42,0.000,0,28.0,0,20.0,0,0.000
120.9,371.9,128.1,2,-69.00,live,5.000,720p,1,42,0.000,0,27.5,0,20.0,0,0.000
121.4,374.6,125.4,2,-69.00,live,5.000,720p,1,42,0.000,0,27.0,0,20.0,0,0.000
121.9,377.4,122.6,2,-68.00,live,5.000,720p,1,42,0.000,0,26.5,0,20.0,0,0.000
122.4,380.2,119.8,2,-68.00,live,5.000,720p,1,42,0.000,0,26.0,0,20.0,0,0.000
122.9,383.0,117.0,2,-68.00,live,5.000,720p,1,43,0.000,0,29.5,0,20.0,0,0.000
123.4,385.8,114.2,2,-68.00,live,5.000,720p,1,43,0.000,0,29.0,0,20.0,0,0.000
123.9,388.5,111.5,2,-68.00,live,5.000,720p,1,43,0.000,0,28.5,0,20.0,0,0.000
124.4,391.3,108.7,2,-67.00,live,5.000,720p,1,43,0.000,0,28.0,0,20.0,0,0.000
124.9,394.1,105.9,2,-67.00,live,5.000,720p,1,43,0.000,0,27.5,0,20.0,0,0.000
125.4,396.9,103.1,2,-67.00,live,5.000,720p,1,43,0.000,0,27.0,0,20.0,0,0.000
125.9,399.6,100.4,2,-67.00,live,5.000,720p,1,43,0.000,0,26.5,0,20.0,0,0.000
126.4,402.4,97.6,2,-66.00,live,5.000,720p,1,43,0.000,0,26.0,0,20.0,0,0.000
