t,x,dist,rsu,rssi,rssi_src,bw_mbps,quality,quality_idx,seg,loss,stall,buffer_s,handover,vehicle_speed_kmh,outage,cum_outage_s
24.5,244.6,244.6,1,-74.00,live,5.000,720p,1,17,0.000,0,28.0,0,80.0,0,0.000
25.0,255.7,244.3,2,-74.00,live,5.000,720p,1,18,64.000,0,29.5,1,80.0,0,0.000
25.9,275.7,224.3,2,-73.00,live,5.000,720p,1,18,100.000,0,28.6,0,80.0,0,0.000
26.4,286.8,213.2,2,-73.00,live,5.000,720p,1,18,15.000,0,28.1,0,80.0,0,0.000
26.9,297.9,202.1,2,-72.00,live,5.000,720p,1,18,0.000,0,27.6,0,80.0,0,0.000
27.4,309.0,191.0,2,-72.00,live,5.000,720p,1,18,0.000,0,27.1,0,80.0,0,0.000
27.9,320.2,179.8,2,-72.00,live,5.000,720p,1,18,0.000,0,26.6,0,80.0,0,0.000
28.4,331.3,168.7,2,-71.00,live,5.000,720p,1,19,0.000,0,29.5,0,80.0,0,0.000
28.9,342.4,157.6,2,-70.00,live,5.000,720p,1,19,0.000,0,29.0,0,80.0,0,0.000
29.4,353.5,146.5,2,-70.00,live,5.000,720p,1,19,0.000,0,28.5,0,80.0,0,0.000
29.9,364.6,135.4,2,-69.00,live,5.000,720p,1,19,100.000,0,28.0,0,80.0,0,0.000
30.4,375.7,124.3,2,-68.00,live,5.000,720p,1,19,47.368,0,27.5,0,80.0,0,0.000
30.9,386.8,113.2,2,-68.00,live,5.000,720p,1,19,0.000,0,27.0,0,80.0,0,0.000
31.4,398.0,102.0,2,-67.00,live,5.000,720p,1,19,0.000,0,26.5,0,80.0,0,0.000
31.9,409.1,90.9,2,-66.00,live,5.000,720p,1,19,0.000,0,26.0,0,80.0,0,0.000
32.4,420.2,79.8,2,-65.00,live,8.000,720p,1,19,0.000,0,25.5,0,80.0,0,0.000
32.9,431.3,68.7,2,-64.00,live,8.000,720p,1,19,0.000,0,25.0,0,80.0,0,0.000
33.4,442.4,57.6,2,-62.00,live,8.000,720p,1,19,0.000,0,24.5,0,80.0,0,0.000
33.9,453.5,46.5,2,-60.00,live,8.000,720p,1,19,0.000,0,24.0,0,80.0,0,0.000
34.4,464.6,35.4,2,-58.00,live,10.000,360p,0,20,0.000,0,27.5,0,80.0,0,0.000
34.9,475.7,24.3,2,-55.00,live,10.000,1080p,2,21,0.000,0,29.5,0,80.0,0,0.000
35.4,486.9,13.1,2,-50.00,live,10.000,1080p,2,21,0.000,0,29.0,0,80.0,0,0.000
35.9,498.0,2.0,2,-34.00,live,10.000,1080p,2,21,0.000,0,28.5,0,80.0,0,0.000
36.4,509.1,9.1,2,-47.00,live,10.000,1080p,2,21,0.000,0,28.0,0,80.0,0,0.000
36.9,520.2,20.2,2,-53.00,live,10.000,1080p,2,21,0.000,0,27.5,0,80.0,0,0.000
37.4,531.3,31.3,2,-57.00,live,10.000,1080p,2,22,0.000,0,29.5,0,80.0,0,0.000
37.9,542.4,42.4,2,-60.00,live,10.000,1080p,2,22,0.000,0,29.0,0,80.0,0,0.000
38.4,553.5,53.5,2,-62.00,live,10.000,1080p,2,22,0.000,0,28.5,0,80.0,0,0.000
38.9,564.7,64.7,2,-63.00,live,8.000,1080p,2,22,10.000,0,28.0,0,80.0,0,0.000
39.4,575.8,75.8,2,-64.00,live,8.000,1080p,2,22,0.000,0,27.5,0,80.0,0,0.000
39.9,586.9,86.9,2,-66.00,live,8.000,1080p,2,22,0.000,0,27.0,0,80.0,0,0.000
40.4,598.0,98.0,2,-67.00,live,8.000,1080p,2,23,0.000,0,29.5,0,80.0,0,0.000
40.9,609.1,109.1,2,-67.00,live,8.000,1080p,2,23,0.000,0,29.0,0,80.0,0,0.000
41.4,620.2,120.2,2,-68.00,live,8.000,1080p,2,23,0.000,0,28.5,0,80.0,0,0.000
41.9,631.3,131.3,2,-69.00,live,5.000,1080p,2,23,0.000,0,28.0,0,80.0,0,0.000
42.4,642.5,142.5,2,-70.00,live,5.000,1080p,2,23,0.000,0,27.5,0,80.0,0,0.000
42.9,653.6,153.6,2,-70.00,live,5.000,1080p,2,23,0.000,0,27.0,0,80.0,0,0.000
43.4,664.7,164.7,2,-71.00,live,5.000,1080p,2,23,0.000,0,26.5,0,80.0,0,0.000
43.9,675.8,175.8,2,-71.00,live,5.000,1080p,2,23,0.000,0,26.0,0,80.0,0,0.000
44.4,686.9,186.9,2,-72.00,live,5.000,1080p,2,24,0.000,0,29.5,0,80.0,0,0.000
44.9,698.0,198.0,2,-72.00,live,5.000,1080p,2,24,0.000,0,29.0,0,80.0,0,0.000
45.4,709.1,209.1,2,-73.00,live,5.000,1080p,2,24,0.000,0,28.5,0,80.0,0,0.000
45.9,720.3,220.3,2,-73.00,live,5.000,1080p,2,24,0.000,0,28.0,0,80.0,0,0.000
46.4,731.4,231.4,2,-74.00,live,5.000,1080p,2,24,0.000,0,27.5,0,80.0,0,0.000
46.9,742.5,242.5,2,-74.00,live,5.000,1080p,2,24,0.000,0,27.0,0,80.0,0,0.000
47.4,753.6,246.4,3,-74.00,live,5.000,1080p,2,24,60.000,0,26.5,1,80.0,0,0.000
48.3,773.5,226.5,3,-74.00,live,5.000,1080p,2,24,100.000,0,25.6,0,80.0,0,0.000
48.8,784.6,215.4,3,-73.00,live,5.000,1080p,2,24,15.000,0,25.1,0,80.0,0,0.000
49.3,795.7,204.3,3,-73.00,live,5.000,720p,1,25,0.000,0,28.6,0,80.0,0,0.000
49.8,806.9,193.1,3,-72.00,live,5.000,720p,1,25,0.000,0,28.1,0,80.0,0,0.000
50.3,818.0,182.0,3,-72.00,live,5.000,720p,1,25,0.000,0,27.6,0,80.0,0,0.000
50.8,829.1,170.9,3,-71.00,live,5.000,720p,1,25,0.000,0,27.1,0,80.0,0,0.000
51.3,840.2,159.8,3,-71.00,live,5.000,720p,1,25,0.000,0,26.6,0,80.0,0,0.000
51.8,851.3,148.7,3,-70.00,live,5.000,720p,1,25,10.000,0,26.1,0,80.0,0,0.000
52.3,862.4,137.6,3,-69.00,live,5.000,720p,1,25,100.000,0,25.6,0,80.0,0,0.000
52.8,873.5,126.5,3,-69.00,live,5.000,720p,1,26,45.000,0,29.1,0,80.0,0,0.000
53.3,884.7,115.3,3,-68.00,live,5.000,720p,1,26,0.000,0,28.6,0,80.0,0,0.000
53.8,895.8,104.2,3,-67.00,live,5.000,720p,1,26,0.000,0,28.1,0,80.0,0,0.000
54.3,906.9,93.1,3,-66.00,live,5.000,720p,1,26,0.000,0,27.6,0,80.0,0,0.000
54.8,918.0,82.0,3,-65.00,live,8.000,720p,1,26,0.000,0,27.1,0,80.0,0,0.000
55.3,929.1,70.9,3,-64.00,live,8.000,720p,1,26,0.000,0,26.6,0,80.0,0,0.000
55.8,940.2,59.8,3,-63.00,live,8.000,720p,1,26,0.000,0,26.1,0,80.0,0,0.000
56.3,951.3,48.7,3,-61.00,live,8.000,720p,1,27,0.000,0,29.5,0,80.0,0,0.000
56.8,962.4,37.6,3,-59.00,live,10.000,720p,1,27,0.000,0,29.0,0,80.0,0,0.000
57.3,973.6,26.4,3,-56.00,live,10.000,720p,1,27,0.000,0,28.5,0,80.0,0,0.000
57.8,984.7,15.3,3,-51.00,live,10.000,720p,1,27,0.000,0,28.0,0,80.0,0,0.000
58.3,995.8,4.2,3,-41.00,live,10.000,720p,1,27,0.000,0,27.5,0,80.0,0,0.000
58.8,1006.9,6.9,3,-45.00,live,10.000,720p,1,27,0.000,0,27.0,0,80.0,0,0.000
59.3,1018.0,18.0,3,-53.00,live,10.000,720p,1,27,0.000,0,26.5,0,80.0,0,0.000
59.8,1029.1,29.1,3,-57.00,live,10.000,720p,1,27,0.000,0,26.0,0,80.0,0,0.000
60.3,1040.2,40.2,3,-59.00,live,10.000,1080p,2,28,0.000,0,29.5,0,80.0,0,0.000
60.8,1051.4,51.4,3,-61.00,live,10.000,1080p,2,28,0.000,0,29.0,0,80.0,0,0.000
61.3,1062.5,62.5,3,-63.00,live,8.000,1080p,2,28,0.000,0,28.5,0,80.0,0,0.000
61.8,1073.6,73.6,3,-64.00,live,8.000,1080p,2,28,0.000,0,28.0,0,80.0,0,0.000
62.3,1084.7,84.7,3,-65.00,live,8.000,1080p,2,28,10.000,0,27.5,0,80.0,0,0.000
62.8,1095.8,95.8,3,-66.00,live,8.000,1080p,2,28,0.000,0,27.0,0,80.0,0,0.000
63.3,1106.9,106.9,3,-67.00,live,8.000,1080p,2,28,0.000,0,26.5,0,80.0,0,0.000
63.8,1118.0,118.0,3,-68.00,live,8.000,1080p,2,28,0.000,0,26.0,0,80.0,0,0.000
64.3,1129.2,129.2,3,-69.00,live,5.000,1080p,2,28,0.000,0,25.5,0,80.0,0,0.000
64.8,1140.3,140.3,3,-70.00,live,5.000,1080p,2,29,0.000,0,29.0,0,80.0,0,0.000
65.3,1151.4,151.4,3,-70.00,live,5.000,1080p,2,29,0.000,0,28.5,0,80.0,0,0.000
65.8,1162.5,162.5,3,-71.00,live,5.000,1080p,2,29,0.000,0,28.0,0,80.0,0,0.000
66.3,1173.6,173.6,3,-71.00,live,5.000,1080p,2,29,0.000,0,27.5,0,80.0,0,0.000
66.8,1184.7,184.7,3,-72.00,live,5.000,1080p,2,29,0.000,0,27.0,0,80.0,0,0.000
67.3,1195.8,195.8,3,-72.00,live,5.000,1080p,2,29,0.000,0,26.5,0,80.0,0,0.000
67.8,1206.9,206.9,3,-73.00,live,5.000,1080p,2,29,0.000,0,26.0,0,80.0,0,0.000
68.3,1218.1,218.1,3,-73.00,live,5.000,1080p,2,29,0.000,0,25.5,0,80.0,0,0.000
68.8,1229.2,229.2,3,-74.00,live,5.000,1080p,2,29,0.000,0,25.0,0,80.0,0,0.000
69.3,1240.3,240.3,3,-74.00,live,5.000,720p,1,30,0.000,0,28.5,0,80.0,0,0.000
69.8,1251.4,248.6,4,-74.00,live,5.000,720p,1,30,60.000,0,28.0,1,80.0,0,0.000
70.7,1271.3,228.7,4,-74.00,live,5.000,720p,1,30,100.000,0,27.1,0,80.0,0,0.000
71.2,1282.4,217.6,4,-73.00,live,5.000,720p,1,30,10.526,0,26.6,0,80.0,0,0.000
71.7,1293.5,206.5,4,-73.00,live,5.000,720p,1,30,0.000,0,26.1,0,80.0,0,0.000
72.2,1304.6,195.4,4,-72.00,live,5.000,720p,1,30,0.000,0,25.6,0,80.0,0,0.000
72.7,1315.7,184.3,4,-72.00,live,5.000,720p,1,31,0.000,0,29.1,0,80.0,0,0.000
73.2,1326.9,173.1,4,-71.00,live,5.000,720p,1,31,0.000,0,28.6,0,80.0,0,0.000
73.7,1338.0,162.0,4,-71.00,live,5.000,720p,1,31,0.000,0,28.1,0,80.0,0,0.000
74.2,1349.1,150.9,4,-70.00,live,5.000,720p,1,31,0.000,0,27.6,0,80.0,0,0.000
74.7,1360.2,139.8,4,-69.00,live,5.000,720p,1,31,10.000,0,27.1,0,80.0,0,0.000
75.2,1371.3,128.7,4,-69.00,live,5.000,720p,1,31,100.000,0,26.6,0,80.0,0,0.000
75.7,1382.4,117.6,4,-68.00,live,5.000,720p,1,31,47.619,0,26.1,0,80.0,0,0.000
76.2,1393.5,106.5,4,-67.00,live,5.000,720p,1,32,0.000,0,29.5,0,80.0,0,0.000
76.7,1404.7,95.3,4,-66.00,live,5.000,720p,1,32,0.000,0,29.0,0,80.0,0,0.000
77.2,1415.8,84.2,4,-65.00,live,8.000,720p,1,32,0.000,0,28.5,0,80.0,0,0.000
77.7,1426.9,73.1,4,-64.00,live,8.000,720p,1,32,0.000,0,28.0,0,80.0,0,0.000
78.2,1438.0,62.0,4,-63.00,live,8.000,720p,1,32,0.000,0,27.5,0,80.0,0,0.000
78.7,1449.1,50.9,4,-61.00,live,8.000,720p,1,32,0.000,0,27.0,0,80.0,0,0.000
79.2,1460.2,39.8,4,-59.00,live,10.000,720p,1,32,0.000,0,26.5,0,80.0,0,0.000
79.7,1471.3,28.7,4,-56.00,live,10.000,720p,1,32,0.000,0,26.0,0,80.0,0,0.000
80.2,1482.5,17.5,4,-52.00,live,10.000,720p,1,33,0.000,0,29.5,0,80.0,0,0.000
80.7,1493.6,6.4,4,-44.00,live,10.000,720p,1,33,0.000,0,29.0,0,80.0,0,0.000
81.2,1504.7,4.7,4,-41.00,live,10.000,720p,1,33,0.000,0,28.5,0,80.0,0,0.000
81.7,1515.8,15.8,4,-51.00,live,10.000,720p,1,33,0.000,0,28.0,0,80.0,0,0.000
82.2,1526.9,26.9,4,-56.00,live,10.000,720p,1,33,0.000,0,27.5,0,80.0,0,0.000
82.7,1538.0,38.0,4,-59.00,live,10.000,720p,1,33,0.000,0,27.0,0,80.0,0,0.000
83.2,1549.1,49.1,4,-61.00,live,10.000,720p,1,33,0.000,0,26.5,0,80.0,0,0.000
83.7,1560.3,60.3,4,-62.00,live,10.000,720p,1,33,0.000,0,26.0,0,80.0,0,0.000
84.2,1571.4,71.4,4,-64.00,live,8.000,1080p,2,34,0.000,0,29.5,0,80.0,0,0.000
84.7,1582.5,82.5,4,-65.00,live,8.000,1080p,2,34,0.000,0,29.0,0,80.0,0,0.000
85.2,1593.6,93.6,4,-66.00,live,8.000,1080p,2,34,11.111,0,28.5,0,80.0,0,0.000
85.7,1604.7,104.7,4,-67.00,live,8.000,1080p,2,34,0.000,0,28.0,0,80.0,0,0.000
86.2,1615.8,115.8,4,-68.00,live,8.000,1080p,2,34,0.000,0,27.5,0,80.0,0,0.000
86.7,1626.9,126.9,4,-69.00,live,5.000,1080p,2,34,0.000,0,27.0,0,80.0,0,0.000
87.2,1638.1,138.1,4,-69.00,live,5.000,1080p,2,34,0.000,0,26.5,0,80.0,0,0.000
87.7,1649.2,149.2,4,-70.00,live,5.000,1080p,2,34,0.000,0,26.0,0,80.0,0,0.000
88.2,1660.3,160.3,4,-70.00,live,5.000,1080p,2,34,0.000,0,25.5,0,80.0,0,0.000
88.7,1671.4,171.4,4,-71.00,live,5.000,1080p,2,35,0.000,0,29.0,0,80.0,0,0.000
89.2,1682.5,182.5,4,-72.00,live,5.000,1080p,2,35,0.000,0,28.5,0,80.0,0,0.000
89.7,1693.6,193.6,4,-72.00,live,5.000,1080p,2,35,0.000,0,28.0,0,80.0,0,0.000
90.2,1704.7,204.7,4,-73.00,live,5.000,1080p,2,35,0.000,0,27.5,0,80.0,0,0.000
90.7,1715.8,215.8,4,-73.00,live,5.000,1080p,2,35,0.000,0,27.0,0,80.0,0,0.000
91.2,1727.0,227.0,4,-73.00,live,5.000,1080p,2,35,0.000,0,26.5,0,80.0,0,0.000
91.7,1738.1,238.1,4,-74.00,live,5.000,1080p,2,35,0.000,0,26.0,0,80.0,0,0.000
92.2,1749.2,249.2,4,-74.00,live,5.000,1080p,2,35,0.000,0,25.5,0,80.0,0,0.000
92.7,1760.3,260.3,4,-74.00,live,5.000,1080p,2,35,0.000,0,25.0,0,80.0,0,0.000
93.2,1771.4,271.4,4,-75.00,live,2.000,720p,1,36,0.000,0,28.5,0,80.0,0,0.000
93.7,1782.5,282.5,4,-75.00,live,2.000,720p,1,36,0.000,0,28.0,0,80.0,0,0.000
94.2,1793.6,293.6,4,-75.00,live,2.000,720p,1,36,0.000,0,27.5,0,80.0,0,0.000
