seg_index,timestamp,representation,bitrate_kbps,seg_dur_s,seg_bytes,download_time_s,throughput_kbps,buffer_s,stall_events,stall_duration_s,action
1,0.083,1,295.0,4.0,77930,0.0797,7824.3,4.0,0,0.0,steady
2,0.283,1,295.0,4.0,190947,0.2002,7630.8,7.8,0,0.0,steady
3,3.408,5,5818.1,4.0,2986462,3.1245,7646.7,8.67,0,0.0,switch
4,6.764,5,5818.1,4.0,3208756,3.3556,7649.9,9.32,0,0.0,steady
5,9.979,5,5818.1,4.0,3073850,3.2136,7652.2,10.1,0,0.0,steady
6,12.072,5,5818.1,4.0,2001339,2.0933,7648.5,12.01,0,0.0,steady
7,14.71,5,5818.1,4.0,2522294,2.6369,7652.2,13.37,0,0.0,steady
8,17.539,5,5818.1,4.0,2704846,2.8289,7649.1,14.54,0,0.0,steady
9,22.56,5,5818.1,4.0,3235440,5.0202,5155.8,13.52,0,0.0,steady
10,24.354,4,2924.4,4.0,1713066,1.7938,7640.0,15.73,0,0.0,switch
11,26.736,5,5818.1,4.0,2275093,2.3814,7642.9,17.35,0,0.0,switch
12,29.464,5,5818.1,4.0,2605054,2.7273,7641.4,18.62,0,0.0,steady
13,32.603,5,5818.1,4.0,2999223,3.1386,7644.7,19.48,0,0.0,steady
14,35.975,5,5818.1,4.0,3222204,3.3722,7644.1,20.11,0,0.0,steady
15,39.767,5,5818.1,4.0,3571798,3.7912,7537.0,20.32,0,0.0,steady
16,41.585,5,5818.1,4.0,1735349,1.8182,7635.5,22.5,0,0.0,steady
17,59.664,5,5818.1,4.0,3176389,18.0779,1405.6,8.42,0,0.0,steady
18,60.146,2,685.0,4.0,456690,0.4815,7587.0,11.94,0,0.0,switch
19,62.976,5,5818.1,4.0,2702943,2.8303,7640.0,13.11,0,0.0,switch
20,66.174,5,5818.1,4.0,3054691,3.1982,7640.9,13.91,0,0.0,steady
21,69.75,5,5818.1,4.0,3415444,3.5756,7641.6,14.33,0,0.0,steady
22,72.619,5,5818.1,4.0,2740303,2.8688,7641.6,15.46,0,0.0,steady
23,74.164,5,5818.1,4.0,1473621,1.5445,7632.8,17.92,0,0.0,steady
24,77.485,5,5818.1,4.0,3098959,3.3211,7465.0,18.6,0,0.0,steady
25,81.056,5,5818.1,4.0,1868801,3.571,4186.6,19.03,0,0.0,steady
26,82.434,4,2924.4,4.0,1313599,1.3779,7626.5,21.65,0,0.0,switch
27,85.675,5,5818.1,4.0,3095584,3.241,7641.1,22.41,0,0.0,switch
28,89.511,5,5818.1,4.0,3663678,3.8354,7641.8,22.57,0,0.0,steady
29,92.834,5,5818.1,4.0,3173531,3.3226,7641.1,23.25,0,0.0,steady
30,96.155,5,5818.1,4.0,3172071,3.3212,7640.8,23.93,0,0.0,steady
31,99.825,5,5818.1,4.0,3505634,3.6705,7640.7,24.26,0,0.0,steady
32,118.177,5,5818.1,4.0,3329855,18.0505,1475.8,9.91,0,0.0,steady
