seg_index,timestamp,representation,bitrate_kbps,seg_dur_s,seg_bytes,download_time_s,throughput_kbps,buffer_s,stall_events,stall_duration_s,action
1,0.131,1,295.0,4.0,77930,0.1273,4898.0,4.0,0,0.0,steady
2,0.452,1,295.0,4.0,190947,0.3204,4767.3,7.68,0,0.0,steady
3,2.864,4,2924.4,4.0,1440488,2.4116,4778.5,9.27,0,0.0,switch
4,5.476,4,2924.4,4.0,1560430,2.6119,4779.4,10.66,0,0.0,steady
5,8.217,4,2924.4,4.0,1637070,2.7404,4779.1,11.91,0,0.0,steady
6,9.911,4,2924.4,4.0,1013753,1.6943,4786.6,14.22,0,0.0,steady
7,12.021,4,2924.4,4.0,1260231,2.1097,4778.8,16.11,0,0.0,steady
8,14.514,4,2924.4,4.0,1489755,2.493,4780.6,17.62,0,0.0,steady
9,19.735,4,2924.4,4.0,1655570,5.2206,2537.0,16.4,0,0.0,steady
10,21.188,3,1465.2,4.0,867957,1.453,4778.8,18.94,0,0.0,switch
11,22.913,4,2924.4,4.0,1030878,1.725,4780.9,21.22,0,0.0,switch
12,25.075,4,2924.4,4.0,1291502,2.1617,4779.7,23.06,0,0.0,steady
13,27.647,4,2924.4,4.0,1537016,2.5719,4780.9,24.48,0,0.0,steady
14,30.867,4,2924.4,4.0,1623114,2.7177,4777.9,25.26,0,0.0,steady
15,54.129,4,2924.4,4.0,1928282,3.2314,4773.8,6.0,0,0.0,steady
16,55.344,4,2924.4,4.0,723959,1.2147,4767.8,8.79,0,0.0,steady
17,57.721,4,2924.4,4.0,1419382,2.3769,4777.3,10.41,0,0.0,steady
18,60.937,4,2924.4,4.0,1920802,3.2162,4777.8,11.19,0,0.0,steady
19,63.228,4,2924.4,4.0,1367677,2.2905,4776.9,12.9,0,0.0,steady
20,67.789,4,2924.4,4.0,1610274,4.5612,2824.3,12.34,0,0.0,steady
21,69.844,3,1465.2,4.0,857478,2.0549,3338.3,14.29,0,0.0,switch
22,72.095,4,2924.4,4.0,1343919,2.2506,4777.0,16.04,0,0.0,switch
23,73.347,4,2924.4,4.0,746363,1.2514,4771.4,18.78,0,0.0,steady
24,76.034,4,2924.4,4.0,1604801,2.6873,4777.4,20.1,0,0.0,steady
25,77.507,4,2924.4,4.0,878550,1.4721,4774.4,22.62,0,0.0,steady
26,79.707,4,2924.4,4.0,1313599,2.2004,4775.9,24.42,0,0.0,steady
27,82.923,4,2924.4,4.0,1620229,2.7146,4774.9,25.21,0,0.0,steady
