seg_index,timestamp,representation,bitrate_kbps,seg_dur_s,seg_bytes,download_time_s,throughput_kbps,buffer_s,stall_events,stall_duration_s,action
1,0.13,1,295.0,4.0,77930,0.1266,4925.4,4.0,0,0.0,steady
2,0.451,1,295.0,4.0,190947,0.3205,4766.5,7.68,0,0.0,steady
3,2.863,4,2924.4,4.0,1440488,2.4118,4778.2,9.27,0,0.0,switch
4,5.475,4,2924.4,4.0,1560430,2.612,4779.2,10.65,0,0.0,steady
5,8.215,4,2924.4,4.0,1637070,2.7393,4781.1,11.92,0,0.0,steady
6,9.91,4,2924.4,4.0,1013753,1.6946,4785.7,14.22,0,0.0,steady
7,12.02,4,2924.4,4.0,1260231,2.1102,4777.7,16.11,0,0.0,steady
8,17.116,4,2924.4,4.0,1489755,5.0957,2338.8,15.01,0,0.0,steady
9,18.496,3,1465.2,4.0,824245,1.3795,4779.9,17.63,0,0.0,switch
10,21.364,4,2924.4,4.0,1713066,2.868,4778.5,18.77,0,0.0,switch
11,23.088,4,2924.4,4.0,1030878,1.7245,4782.2,21.04,0,0.0,steady
12,25.25,4,2924.4,4.0,1291502,2.1615,4780.1,22.88,0,0.0,steady
13,27.829,4,2924.4,4.0,1537016,2.5792,4767.4,24.3,0,0.0,steady
14,48.188,4,2924.4,4.0,1623114,2.7191,4775.4,7.94,0,0.0,steady
15,51.419,4,2924.4,4.0,1928282,3.2302,4775.7,8.71,0,0.0,steady
16,52.632,4,2924.4,4.0,723959,1.2127,4776.0,11.5,0,0.0,steady
17,55.008,4,2924.4,4.0,1419382,2.3767,4777.7,13.12,0,0.0,steady
18,60.672,4,2924.4,4.0,1920802,5.663,2713.5,11.46,0,0.0,steady
19,61.993,3,1465.2,4.0,696701,1.3212,4218.8,14.14,0,0.0,switch
20,64.691,4,2924.4,4.0,1610274,2.6975,4775.7,15.44,0,0.0,switch
21,67.427,4,2924.4,4.0,1634038,2.736,4777.9,16.7,0,0.0,steady
22,69.678,4,2924.4,4.0,1343919,2.2505,4777.3,18.45,0,0.0,steady
23,70.929,4,2924.4,4.0,746363,1.2509,4773.3,21.2,0,0.0,steady
