seg_index,timestamp,representation,bitrate_kbps,seg_dur_s,seg_bytes,download_time_s,throughput_kbps,buffer_s,stall_events,stall_duration_s,action
1,0.084,1,295.0,4.0,77930,0.0804,7751.4,4.0,0,0.0,steady
2,0.285,1,295.0,4.0,190947,0.2004,7624.1,7.8,0,0.0,steady
3,3.409,5,5818.1,4.0,2986462,3.1238,7648.3,8.68,0,0.0,switch
4,6.767,5,5818.1,4.0,3208756,3.3576,7645.5,9.32,0,0.0,steady
5,9.981,5,5818.1,4.0,3073850,3.2137,7651.8,10.1,0,0.0,steady
6,12.075,5,5818.1,4.0,2001339,2.0935,7647.7,12.01,0,0.0,steady
7,14.712,5,5818.1,4.0,2522294,2.6368,7652.5,13.37,0,0.0,steady
8,19.133,5,5818.1,4.0,2704846,4.4196,4896.0,12.95,0,0.0,steady
9,20.869,4,2924.4,4.0,1655570,1.7357,7630.9,15.22,0,0.0,switch
10,24.393,5,5818.1,4.0,3365562,3.5242,7639.9,15.69,0,0.0,switch
11,26.775,5,5818.1,4.0,2275093,2.3811,7643.8,17.31,0,0.0,steady
12,29.502,5,5818.1,4.0,2605054,2.7269,7642.6,18.58,0,0.0,steady
13,32.711,5,5818.1,4.0,2999223,3.2079,7479.6,19.37,0,0.0,steady
14,50.346,5,5818.1,4.0,3222204,17.6345,1461.8,5.74,0,0.0,steady
15,50.785,2,685.0,4.0,415959,0.4388,7584.3,9.3,0,0.0,switch
16,52.605,5,5818.1,4.0,1735349,1.8199,7628.3,11.48,0,0.0,switch
17,55.932,5,5818.1,4.0,3176389,3.3259,7640.4,12.15,0,0.0,steady
18,59.64,5,5818.1,4.0,3539164,3.7079,7636.0,12.44,0,0.0,steady
19,62.47,5,5818.1,4.0,2702943,2.8303,7640.1,13.61,0,0.0,steady
20,65.681,5,5818.1,4.0,3054691,3.2106,7611.5,14.4,0,0.0,steady
21,70.895,5,5818.1,4.0,3415444,5.2141,5240.3,13.19,0,0.0,steady
22,72.305,4,2924.4,4.0,1343919,1.4096,7627.2,15.78,0,0.0,switch
23,73.85,5,5818.1,4.0,1473621,1.5449,7630.7,18.23,0,0.0,switch
24,77.094,5,5818.1,4.0,3098959,3.2436,7643.2,18.99,0,0.0,steady
25,79.053,5,5818.1,4.0,1868801,1.9589,7632.2,21.03,0,0.0,steady
26,81.89,5,5818.1,4.0,2709372,2.8374,7639.0,22.19,0,0.0,steady
27,85.131,5,5818.1,4.0,3095584,3.2409,7641.3,22.95,0,0.0,steady
