run_id,wall_ts,dpid,mac,handover_exec_ms
cdn_sdn_hightspeed_sit1_spd80_r1,1783941377.259244,1152921504606846978,02:00:00:00:00:00,0.502
cdn_sdn_hightspeed_sit1_spd80_r1,1783941377.260936,1,02:00:00:00:00:00,0.698
cdn_sdn_hightspeed_sit1_spd80_r1,1783941400.463965,1152921504606846979,02:00:00:00:00:00,0.727
cdn_sdn_hightspeed_sit1_spd80_r1,1783941400.465841,1,02:00:00:00:00:00,0.696
cdn_sdn_hightspeed_sit1_spd80_r1,1783941422.620368,1152921504606846980,02:00:00:00:00:00,2.317
cdn_sdn_hightspeed_sit1_spd80_r1,1783941422.624803,1,02:00:00:00:00:00,2.578
