t,x,dist,rsu,rssi,rssi_src,bw_mbps,quality,quality_idx,seg,loss,stall,buffer_s,handover,vehicle_speed_kmh,outage,cum_outage_s
12.0,33.4,33.4,1,-58.00,live,10.000,1080p,2,12,0.000,0,29.0,0,100.0,0,0.000
12.5,47.3,47.3,1,-60.00,live,10.000,1080p,2,12,0.000,0,28.5,0,100.0,0,0.000
13.0,61.2,61.2,1,-63.00,live,8.000,1080p,2,13,0.000,0,29.5,0,100.0,0,0.000
13.5,75.1,75.1,1,-64.00,live,8.000,1080p,2,13,0.000,0,29.0,0,100.0,0,0.000
14.0,89.0,89.0,1,-66.00,live,8.000,1080p,2,13,0.000,0,28.5,0,100.0,0,0.000
14.5,102.9,102.9,1,-67.00,live,8.000,1080p,2,13,0.000,0,28.0,0,100.0,0,0.000
15.0,116.7,116.7,1,-68.00,live,8.000,1080p,2,13,0.000,0,27.5,0,100.0,0,0.000
15.5,130.6,130.6,1,-69.00,live,5.000,1080p,2,14,0.000,0,29.5,0,100.0,0,0.000
16.0,144.5,144.5,1,-70.00,live,5.000,1080p,2,14,0.000,0,29.0,0,100.0,0,0.000
16.5,158.4,158.4,1,-70.00,live,5.000,1080p,2,14,0.000,0,28.5,0,100.0,0,0.000
17.0,172.3,172.3,1,-71.00,live,5.000,1080p,2,14,0.000,0,28.0,0,100.0,0,0.000
17.5,186.2,186.2,1,-72.00,live,5.000,1080p,2,14,0.000,0,27.5,0,100.0,0,0.000
18.0,200.1,200.1,1,-72.00,live,5.000,1080p,2,14,0.000,0,27.0,0,100.0,0,0.000
18.5,214.0,214.0,1,-73.00,live,5.000,1080p,2,14,0.000,0,26.5,0,100.0,0,0.000
19.0,227.9,227.9,1,-73.00,live,5.000,1080p,2,14,0.000,0,26.0,0,100.0,0,0.000
19.5,241.8,241.8,1,-74.00,live,5.000,1080p,2,14,0.000,0,25.5,0,100.0,0,0.000
20.0,255.7,244.3,2,-74.00,live,5.000,720p,1,15,61.538,0,29.0,1,100.0,0,0.000
20.9,280.7,219.3,2,-73.00,live,5.000,720p,1,15,100.000,0,28.1,0,100.0,0,0.000
21.4,294.6,205.4,2,-73.00,live,5.000,720p,1,15,15.000,0,27.6,0,100.0,0,0.000
21.9,308.5,191.5,2,-72.00,live,5.000,720p,1,15,0.000,0,27.1,0,100.0,0,0.000
22.4,322.4,177.6,2,-71.00,live,5.000,720p,1,15,0.000,0,26.6,0,100.0,0,0.000
22.9,336.2,163.8,2,-71.00,live,5.000,720p,1,15,0.000,0,26.1,0,100.0,0,0.000
23.4,350.1,149.9,2,-70.00,live,5.000,720p,1,16,10.000,0,29.5,0,100.0,0,0.000
23.9,364.0,136.0,2,-70.00,live,5.000,720p,1,16,100.000,0,29.0,0,100.0,0,0.000
24.4,377.9,122.1,2,-68.00,live,5.000,720p,1,16,69.231,0,28.5,0,100.0,0,0.000
24.9,391.8,108.2,2,-67.00,live,5.000,720p,1,16,5.882,0,28.0,0,100.0,0,0.000
25.4,405.7,94.3,2,-66.00,live,5.000,360p,0,17,0.000,0,29.5,0,100.0,0,0.000
25.9,419.6,80.4,2,-65.00,live,8.000,360p,0,17,0.000,0,29.0,0,100.0,0,0.000
26.4,433.5,66.5,2,-63.00,live,8.000,720p,1,18,0.000,0,29.5,0,100.0,0,0.000
26.9,447.4,52.6,2,-61.00,live,8.000,720p,1,18,0.000,0,29.0,0,100.0,0,0.000
27.4,461.3,38.7,2,-59.00,live,10.000,720p,1,18,0.000,0,28.5,0,100.0,0,0.000
27.9,475.2,24.8,2,-55.00,live,10.000,1080p,2,19,0.000,0,29.5,0,100.0,0,0.000
28.4,489.1,10.9,2,-48.00,live,10.000,1080p,2,19,0.000,0,29.0,0,100.0,0,0.000
28.9,503.0,3.0,2,-38.00,live,10.000,1080p,2,19,0.000,0,28.5,0,100.0,0,0.000
29.4,516.8,16.8,2,-52.00,live,10.000,1080p,2,19,0.000,0,28.0,0,100.0,0,0.000
29.9,530.7,30.7,2,-57.00,live,10.000,1080p,2,20,0.000,0,29.5,0,100.0,0,0.000
30.4,544.6,44.6,2,-60.00,live,10.000,1080p,2,20,0.000,0,29.0,0,100.0,0,0.000
30.9,558.5,58.5,2,-62.00,live,10.000,1080p,2,20,0.000,0,28.5,0,100.0,0,0.000
31.4,572.4,72.4,2,-64.00,live,8.000,1080p,2,20,0.000,0,28.0,0,100.0,0,0.000
31.9,586.3,86.3,2,-65.00,live,8.000,1080p,2,20,0.000,0,27.5,0,100.0,0,0.000
32.4,600.2,100.2,2,-67.00,live,8.000,1080p,2,21,0.000,0,29.5,0,100.0,0,0.000
32.9,614.1,114.1,2,-68.00,live,8.000,1080p,2,21,0.000,0,29.0,0,100.0,0,0.000
33.4,628.0,128.0,2,-69.00,live,5.000,1080p,2,21,0.000,0,28.5,0,100.0,0,0.000
33.9,641.9,141.9,2,-70.00,live,5.000,1080p,2,21,0.000,0,28.0,0,100.0,0,0.000
34.4,655.8,155.8,2,-70.00,live,5.000,1080p,2,21,0.000,0,27.5,0,100.0,0,0.000
34.9,669.7,169.7,2,-71.00,live,5.000,1080p,2,21,0.000,0,27.0,0,100.0,0,0.000
35.4,683.6,183.6,2,-72.00,live,5.000,1080p,2,21,0.000,0,26.5,0,100.0,0,0.000
35.9,697.4,197.4,2,-72.00,live,5.000,1080p,2,21,0.000,0,26.0,0,100.0,0,0.000
36.4,711.3,211.3,2,-73.00,live,5.000,720p,1,22,0.000,0,29.5,0,100.0,0,0.000
36.9,725.2,225.2,2,-73.00,live,5.000,720p,1,22,0.000,0,29.0,0,100.0,0,0.000
37.4,739.1,239.1,2,-74.00,live,5.000,720p,1,22,0.000,0,28.5,0,100.0,0,0.000
37.9,753.0,247.0,3,-74.00,live,5.000,720p,1,22,60.000,0,28.0,1,100.0,0,0.000
38.8,777.8,222.2,3,-73.00,live,5.000,720p,1,22,100.000,0,27.1,0,100.0,0,0.000
39.3,791.7,208.3,3,-73.00,live,5.000,720p,1,22,15.000,0,26.6,0,100.0,0,0.000
39.8,805.6,194.4,3,-72.00,live,5.000,720p,1,22,0.000,0,26.1,0,100.0,0,0.000
40.3,819.5,180.5,3,-72.00,live,5.000,720p,1,22,0.000,0,25.6,0,100.0,0,0.000
40.8,833.4,166.6,3,-71.00,live,5.000,720p,1,23,0.000,0,29.1,0,100.0,0,0.000
41.3,847.3,152.7,3,-70.00,live,5.000,720p,1,23,0.000,0,28.6,0,100.0,0,0.000
41.8,861.1,138.9,3,-69.00,live,5.000,720p,1,23,10.000,0,28.1,0,100.0,0,0.000
42.3,875.0,125.0,3,-69.00,live,5.000,720p,1,23,100.000,0,27.6,0,100.0,0,0.000
42.8,888.9,111.1,3,-68.00,live,5.000,720p,1,23,100.000,0,27.1,0,100.0,0,0.000
43.3,902.8,97.2,3,-67.00,live,5.000,720p,1,23,4.762,0,26.6,0,100.0,0,0.000
43.8,916.7,83.3,3,-65.00,live,8.000,720p,1,23,0.000,0,26.1,0,100.0,0,0.000
44.3,930.6,69.4,3,-64.00,live,8.000,720p,1,24,0.000,0,29.5,0,100.0,0,0.000
44.8,944.5,55.5,3,-62.00,live,8.000,720p,1,24,0.000,0,29.0,0,100.0,0,0.000
45.3,958.4,41.6,3,-60.00,live,8.000,720p,1,24,0.000,0,28.5,0,100.0,0,0.000
45.8,972.3,27.7,3,-56.00,live,10.000,720p,1,24,0.000,0,28.0,0,100.0,0,0.000
46.3,986.2,13.8,3,-50.00,live,10.000,720p,1,24,0.000,0,27.5,0,100.0,0,0.000
46.8,1000.1,0.1,3,-10.00,live,10.000,720p,1,24,0.000,0,27.0,0,100.0,0,0.000
47.3,1014.0,14.0,3,-51.00,live,10.000,720p,1,24,0.000,0,26.5,0,100.0,0,0.000
47.8,1027.9,27.9,3,-56.00,live,10.000,720p,1,24,0.000,0,26.0,0,100.0,0,0.000
48.3,1041.7,41.7,3,-60.00,live,10.000,1080p,2,25,0.000,0,29.5,0,100.0,0,0.000
48.8,1055.6,55.6,3,-62.00,live,10.000,1080p,2,25,0.000,0,29.0,0,100.0,0,0.000
49.3,1069.5,69.5,3,-64.00,live,8.000,1080p,2,25,0.000,0,28.5,0,100.0,0,0.000
49.8,1083.4,83.4,3,-65.00,live,8.000,1080p,2,25,0.000,0,28.0,0,100.0,0,0.000
50.3,1097.3,97.3,3,-67.00,live,8.000,1080p,2,25,0.000,0,27.5,0,100.0,0,0.000
50.8,1111.2,111.2,3,-68.00,live,8.000,1080p,2,25,0.000,0,27.0,0,100.0,0,0.000
51.3,1125.1,125.1,3,-69.00,live,5.000,1080p,2,25,0.000,0,26.5,0,100.0,0,0.000
51.8,1139.0,139.0,3,-69.00,live,5.000,1080p,2,25,0.000,0,26.0,0,100.0,0,0.000
52.3,1152.9,152.9,3,-70.00,live,5.000,1080p,2,25,0.000,0,25.5,0,100.0,0,0.000
52.8,1166.8,166.8,3,-71.00,live,5.000,1080p,2,26,0.000,0,29.0,0,100.0,0,0.000
53.3,1180.7,180.7,3,-72.00,live,5.000,1080p,2,26,0.000,0,28.5,0,100.0,0,0.000
53.8,1194.5,194.5,3,-72.00,live,5.000,1080p,2,26,0.000,0,28.0,0,100.0,0,0.000
54.3,1208.4,208.4,3,-73.00,live,5.000,1080p,2,26,0.000,0,27.5,0,100.0,0,0.000
54.8,1222.3,222.3,3,-73.00,live,5.000,1080p,2,26,0.000,0,27.0,0,100.0,0,0.000
55.3,1236.2,236.2,3,-74.00,live,5.000,1080p,2,26,0.000,0,26.5,0,100.0,0,0.000
55.8,1250.1,249.9,4,-74.00,live,5.000,1080p,2,26,61.538,0,26.0,1,100.0,0,0.000
56.7,1275.3,224.7,4,-73.00,live,5.000,1080p,2,26,100.000,0,25.1,0,100.0,0,0.000
57.2,1289.2,210.8,4,-73.00,live,5.000,720p,1,27,15.000,0,28.6,0,100.0,0,0.000
57.7,1303.1,196.9,4,-72.00,live,5.000,720p,1,27,0.000,0,28.1,0,100.0,0,0.000
58.2,1316.9,183.1,4,-72.00,live,5.000,720p,1,27,0.000,0,27.6,0,100.0,0,0.000
58.7,1330.8,169.2,4,-71.00,live,5.000,720p,1,27,0.000,0,27.1,0,100.0,0,0.000
59.2,1344.7,155.3,4,-70.00,live,5.000,720p,1,27,0.000,0,26.6,0,100.0,0,0.000
59.7,1358.6,141.4,4,-69.00,live,5.000,720p,1,27,0.000,0,26.1,0,100.0,0,0.000
60.2,1372.5,127.5,4,-69.00,live,5.000,720p,1,27,0.000,0,25.6,0,100.0,0,0.000
60.7,1386.4,113.6,4,-68.00,live,5.000,720p,1,28,0.000,0,29.1,0,100.0,0,0.000
61.2,1400.3,99.7,4,-67.00,live,5.000,720p,1,28,0.000,0,28.6,0,100.0,0,0.000
61.7,1414.2,85.8,4,-65.00,live,8.000,720p,1,28,0.000,0,28.1,0,100.0,0,0.000
62.2,1428.1,71.9,4,-64.00,live,8.000,720p,1,28,0.000,0,27.6,0,100.0,0,0.000
62.7,1442.0,58.0,4,-62.00,live,8.000,720p,1,28,0.000,0,27.1,0,100.0,0,0.000
63.2,1455.9,44.1,4,-60.00,live,8.000,720p,1,28,0.000,0,26.6,0,100.0,0,0.000
63.7,1469.8,30.2,4,-57.00,live,10.000,720p,1,28,0.000,0,26.1,0,100.0,0,0.000
64.2,1483.7,16.3,4,-52.00,live,10.000,720p,1,29,0.000,0,29.5,0,100.0,0,0.000
64.7,1497.6,2.4,4,-36.00,live,10.000,720p,1,29,0.000,0,29.0,0,100.0,0,0.000
65.2,1511.4,11.4,4,-49.00,live,10.000,720p,1,29,0.000,0,28.5,0,100.0,0,0.000
65.7,1525.3,25.3,4,-55.00,live,10.000,720p,1,29,10.000,0,28.0,0,100.0,0,0.000
66.2,1539.2,39.2,4,-59.00,live,10.000,720p,1,29,0.000,0,27.5,0,100.0,0,0.000
66.7,1553.1,53.1,4,-61.00,live,10.000,720p,1,29,0.000,0,27.0,0,100.0,0,0.000
67.2,1567.0,67.0,4,-63.00,live,8.000,720p,1,29,0.000,0,26.5,0,100.0,0,0.000
67.7,1580.9,80.9,4,-65.00,live,8.000,720p,1,29,0.000,0,26.0,0,100.0,0,0.000
68.2,1594.8,94.8,4,-66.00,live,8.000,720p,1,29,0.000,0,25.5,0,100.0,0,0.000
68.7,1608.7,108.7,4,-67.00,live,8.000,1080p,2,30,0.000,0,29.0,0,100.0,0,0.000
69.2,1622.6,122.6,4,-68.00,live,8.000,1080p,2,30,0.000,0,28.5,0,100.0,0,0.000
69.7,1636.5,136.5,4,-69.00,live,5.000,1080p,2,30,0.000,0,28.0,0,100.0,0,0.000
70.2,1650.4,150.4,4,-70.00,live,5.000,1080p,2,30,0.000,0,27.5,0,100.0,0,0.000
70.7,1664.3,164.3,4,-71.00,live,5.000,1080p,2,30,0.000,0,27.0,0,100.0,0,0.000
71.2,1678.2,178.2,4,-71.00,live,5.000,1080p,2,30,0.000,0,26.5,0,100.0,0,0.000
71.7,1692.1,192.1,4,-72.00,live,5.000,1080p,2,30,0.000,0,26.0,0,100.0,0,0.000
72.2,1705.9,205.9,4,-73.00,live,5.000,1080p,2,30,0.000,0,25.5,0,100.0,0,0.000
72.7,1719.8,219.8,4,-73.00,live,5.000,720p,1,31,0.000,0,29.0,0,100.0,0,0.000
73.2,1733.7,233.7,4,-74.00,live,5.000,720p,1,31,0.000,0,28.5,0,100.0,0,0.000
73.7,1747.6,247.6,4,-74.00,live,5.000,720p,1,31,0.000,0,28.0,0,100.0,0,0.000
74.2,1761.5,261.5,4,-75.00,live,2.000,720p,1,31,0.000,0,27.5,0,100.0,0,0.000
74.7,1775.4,275.4,4,-75.00,live,2.000,720p,1,31,0.000,0,27.0,0,100.0,0,0.000
75.2,1789.3,289.3,4,-75.00,live,2.000,720p,1,31,0.000,0,26.5,0,100.0,0,0.000
