seg_index,timestamp,representation,bitrate_kbps,seg_dur_s,seg_bytes,download_time_s,throughput_kbps,buffer_s,stall_events,stall_duration_s,action
1,0.132,1,295.0,4.0,77930,0.1275,4891.2,4.0,0,0.0,steady
2,0.452,1,295.0,4.0,190947,0.3203,4769.9,7.68,0,0.0,steady
3,2.864,4,2924.4,4.0,1440488,2.4116,4778.5,9.27,0,0.0,switch
4,5.476,4,2924.4,4.0,1560430,2.6118,4779.6,10.66,0,0.0,steady
5,8.216,4,2924.4,4.0,1637070,2.7392,4781.1,11.92,0,0.0,steady
6,9.911,4,2924.4,4.0,1013753,1.6951,4784.5,14.22,0,0.0,steady
7,12.021,4,2924.4,4.0,1260231,2.1101,4778.0,16.11,0,0.0,steady
8,14.514,4,2924.4,4.0,1489755,2.4929,4780.7,17.62,0,0.0,steady
9,17.286,4,2924.4,4.0,1655570,2.7718,4778.3,18.85,0,0.0,steady
10,22.568,4,2924.4,4.0,1713066,5.2816,2594.8,17.56,0,0.0,steady
11,23.543,3,1465.2,4.0,582629,0.9746,4782.3,20.59,0,0.0,switch
12,25.704,4,2924.4,4.0,1291502,2.1614,4780.4,22.43,0,0.0,switch
13,28.277,4,2924.4,4.0,1537016,2.5721,4780.6,23.86,0,0.0,steady
14,30.993,4,2924.4,4.0,1623114,2.7159,4781.0,25.14,0,0.0,steady
15,35.426,4,2924.4,4.0,1928282,3.2295,4776.7,24.71,0,0.0,steady
16,37.441,4,2924.4,4.0,723959,1.2123,4777.4,26.69,0,0.0,steady
17,42.573,4,2924.4,4.0,1419382,2.4229,4686.5,25.56,0,0.0,steady
18,60.411,4,2924.4,4.0,1920802,5.2373,2934.0,11.72,0,0.0,steady
19,61.578,3,1465.2,4.0,696701,1.1671,4775.7,14.55,0,0.0,switch
20,64.275,4,2924.4,4.0,1610274,2.697,4776.5,15.86,0,0.0,switch
21,67.011,4,2924.4,4.0,1634038,2.7357,4778.4,17.12,0,0.0,steady
22,69.261,4,2924.4,4.0,1343919,2.2498,4778.7,18.87,0,0.0,steady
23,70.512,4,2924.4,4.0,746363,1.2505,4774.9,21.62,0,0.0,steady
24,73.198,4,2924.4,4.0,1604801,2.6863,4779.2,22.93,0,0.0,steady
25,74.669,4,2924.4,4.0,878550,1.471,4777.8,25.46,0,0.0,steady
26,78.378,4,2924.4,4.0,1313599,2.2039,4768.2,25.75,0,0.0,steady
27,83.564,4,2924.4,4.0,1620229,3.3812,3833.5,24.57,0,0.0,steady
28,87.19,4,2924.4,4.0,1805843,3.0248,4776.1,24.94,0,0.0,steady
29,90.965,4,2924.4,4.0,1654943,2.7724,4775.5,25.17,0,0.0,steady
30,94.756,4,2924.4,4.0,1544526,2.5876,4775.1,25.38,0,0.0,steady
31,99.306,4,2924.4,4.0,1876562,3.1438,4775.2,24.83,0,0.0,steady
32,117.376,4,2924.4,4.0,1615454,17.1679,752.8,10.76,0,0.0,steady
