run_id,wall_ts,dpid,mac,handover_exec_ms
cdn_sdn_hightspeed_sit1_spd120_r1,1783941636.267607,1152921504606846978,02:00:00:00:00:00,1.238
cdn_sdn_hightspeed_sit1_spd120_r1,1783941636.269457,1,02:00:00:00:00:00,0.983
cdn_sdn_hightspeed_sit1_spd120_r1,1783941651.926069,1152921504606846979,02:00:00:00:00:00,2.237
cdn_sdn_hightspeed_sit1_spd120_r1,1783941651.929677,1,02:00:00:00:00:00,1.761
cdn_sdn_hightspeed_sit1_spd120_r1,1783941666.634334,1152921504606846980,02:00:00:00:00:00,0.397
cdn_sdn_hightspeed_sit1_spd120_r1,1783941666.635218,1,02:00:00:00:00:00,0.349
