t_epoch,t_elapsed_s,ap,url,position_s,duration_s,state,is_buffering,buffer_pct,cum_stall_events,cum_stall_time_s
1783941618.355,0.000,1,http://10.0.0.100:8081/Video.mp4,0.000,0.000,State.NothingSpecial,0,0.0,0,0.000
1783941619.357,1.002,1,http://10.0.0.100:8081/Video.mp4,0.000,0.000,State.Opening,0,0.0,0,0.000
1783941620.358,2.003,1,http://10.0.0.100:8081/Video.mp4,0.000,0.000,State.Opening,0,0.0,0,0.000
1783941621.360,3.004,1,http://10.0.0.100:8081/Video.mp4,0.000,0.000,State.Opening,0,0.0,0,0.000
1783941622.361,4.005,1,http://10.0.0.100:8081/Video.mp4,0.000,0.000,State.Opening,0,0.0,0,0.000
1783941623.362,5.007,1,http://10.0.0.100:8081/Video.mp4,0.000,634.600,State.Playing,0,0.0,0,0.000
1783941624.363,6.008,1,http://10.0.0.100:8081/Video.mp4,0.000,634.600,State.Playing,0,0.0,0,0.000
1783941625.364,7.009,1,http://10.0.0.100:8081/Video.mp4,0.000,634.600,State.Playing,0,0.0,0,0.000
1783941626.365,8.009,1,http://10.0.0.100:8081/Video.mp4,0.000,634.600,State.Playing,0,0.0,0,0.000
1783941627.366,9.010,1,http://10.0.0.100:8081/Video.mp4,0.000,634.600,State.Playing,0,0.0,0,0.000
1783941628.367,10.011,1,http://10.0.0.100:8081/Video.mp4,0.000,634.600,State.Playing,0,0.0,0,0.000
1783941629.368,11.012,1,http://10.0.0.100:8081/Video.mp4,0.000,634.600,State.Playing,0,0.0,0,0.000
1783941630.368,12.013,1,http://10.0.0.100:8081/Video.mp4,0.000,634.600,State.Playing,0,0.0,0,0.000
1783941631.369,13.014,1,http://10.0.0.100:8081/Video.mp4,0.000,634.600,State.Playing,0,0.0,0,0.000
1783941632.370,14.015,1,http://10.0.0.100:8081/Video.mp4,0.650,634.600,State.Playing,0,100.0,0,0.000
1783941633.372,15.016,1,http://10.0.0.100:8081/Video.mp4,1.900,634.600,State.Playing,0,100.0,0,0.000
1783941634.373,16.017,1,http://10.0.0.100:8081/Video.mp4,2.900,634.600,State.Playing,0,100.0,0,0.000
1783941635.374,17.018,1,http://10.0.0.100:8081/Video.mp4,3.900,634.600,State.Playing,0,100.0,0,0.000
1783941636.375,18.020,1,http://10.0.0.100:8081/Video.mp4,4.900,634.600,State.Playing,0,100.0,0,0.000
1783941637.376,19.021,1,http://10.0.0.100:8081/Video.mp4,5.900,634.600,State.Playing,0,100.0,0,0.000
1783941638.378,20.022,1,http://10.0.0.100:8081/Video.mp4,6.900,634.600,State.Playing,0,100.0,0,0.000
1783941639.411,21.056,2,http://10.0.0.100:8082/Video.mp4,0.000,0.000,State.Opening,0,0.0,0,0.000
1783941640.563,22.208,2,http://10.0.0.100:8082/Video.mp4,7.150,634.600,State.Playing,0,0.0,0,0.000
1783941641.564,23.209,2,http://10.0.0.100:8082/Video.mp4,7.150,634.600,State.Playing,0,0.0,0,0.000
1783941642.565,24.210,2,http://10.0.0.100:8082/Video.mp4,7.150,634.600,State.Playing,0,0.0,0,0.000
1783941643.566,25.211,2,http://10.0.0.100:8082/Video.mp4,7.150,634.600,State.Playing,0,0.0,0,0.000
1783941644.567,26.212,2,http://10.0.0.100:8082/Video.mp4,7.150,634.600,State.Playing,0,0.0,0,0.000
1783941645.568,27.213,2,http://10.0.0.100:8082/Video.mp4,7.150,634.600,State.Playing,0,0.0,0,0.000
1783941646.569,28.214,2,http://10.0.0.100:8082/Video.mp4,7.150,634.600,State.Playing,0,0.0,0,0.000
1783941647.570,29.215,2,http://10.0.0.100:8082/Video.mp4,7.150,634.600,State.Playing,0,0.0,0,0.000
