seg_index,timestamp,representation,bitrate_kbps,seg_dur_s,seg_bytes,download_time_s,throughput_kbps,buffer_s,stall_events,stall_duration_s,action
1,0.131,1,295.0,4.0,77930,0.1271,4904.8,4.0,0,0.0,steady
2,0.451,1,295.0,4.0,190947,0.3201,4772.7,7.68,0,0.0,steady
3,2.863,4,2924.4,4.0,1440488,2.4117,4778.3,9.27,0,0.0,switch
4,5.476,4,2924.4,4.0,1560430,2.6122,4778.8,10.66,0,0.0,steady
5,8.215,4,2924.4,4.0,1637070,2.739,4781.5,11.92,0,0.0,steady
6,9.91,4,2924.4,4.0,1013753,1.6948,4785.3,14.22,0,0.0,steady
7,12.02,4,2924.4,4.0,1260231,2.1102,4777.7,16.11,0,0.0,steady
8,14.514,4,2924.4,4.0,1489755,2.4934,4779.9,17.62,0,0.0,steady
9,17.286,4,2924.4,4.0,1655570,2.7717,4778.5,18.84,0,0.0,steady
10,22.588,4,2924.4,4.0,1713066,5.3023,2584.7,17.54,0,0.0,steady
11,23.564,3,1465.2,4.0,582629,0.9755,4778.3,20.57,0,0.0,switch
12,25.726,4,2924.4,4.0,1291502,2.1618,4779.3,22.4,0,0.0,switch
13,28.299,4,2924.4,4.0,1537016,2.5725,4779.8,23.83,0,0.0,steady
14,31.016,4,2924.4,4.0,1623114,2.7169,4779.4,25.12,0,0.0,steady
15,35.449,4,2924.4,4.0,1928282,3.2299,4776.1,24.68,0,0.0,steady
16,37.365,4,2924.4,4.0,723959,1.2136,4772.1,26.77,0,0.0,steady
17,42.584,4,2924.4,4.0,1419382,2.411,4709.7,25.55,0,0.0,steady
18,60.282,4,2924.4,4.0,1920802,5.2361,2934.7,11.85,0,0.0,steady
19,61.451,3,1465.2,4.0,696701,1.1681,4771.3,14.68,0,0.0,switch
20,64.148,4,2924.4,4.0,1610274,2.6974,4775.8,15.98,0,0.0,switch
21,66.883,4,2924.4,4.0,1634038,2.7352,4779.2,17.25,0,0.0,steady
22,69.134,4,2924.4,4.0,1343919,2.25,4778.3,19.0,0,0.0,steady
23,70.385,4,2924.4,4.0,746363,1.2508,4773.7,21.75,0,0.0,steady
24,73.072,4,2924.4,4.0,1604801,2.6872,4777.6,23.06,0,0.0,steady
25,74.545,4,2924.4,4.0,878550,1.4728,4772.0,25.59,0,0.0,steady
26,80.129,4,2924.4,4.0,1313599,3.9789,2641.1,24.0,0,0.0,steady
27,82.286,3,1465.2,4.0,858230,2.057,3337.8,25.84,0,0.0,switch
28,87.218,4,2924.4,4.0,1805843,3.0258,4774.5,24.91,0,0.0,switch
29,90.994,4,2924.4,4.0,1654943,2.7736,4773.5,25.14,0,0.0,steady
30,94.787,4,2924.4,4.0,1544526,2.5883,4773.9,25.34,0,0.0,steady
31,99.336,4,2924.4,4.0,1876562,3.1444,4774.3,24.8,0,0.0,steady
32,117.587,4,2924.4,4.0,1615454,17.4495,740.6,10.54,0,0.0,steady
