seg_index,timestamp,representation,bitrate_kbps,seg_dur_s,seg_bytes,download_time_s,throughput_kbps,buffer_s,stall_events,stall_duration_s,action
1,0.083,1,295.0,4.0,77930,0.0799,7803.0,4.0,0,0.0,steady
2,0.284,1,295.0,4.0,190947,0.2002,7630.2,7.8,0,0.0,steady
3,3.408,5,5818.1,4.0,2986462,3.1236,7648.7,8.68,0,0.0,switch
4,6.765,5,5818.1,4.0,3208756,3.3571,7646.4,9.32,0,0.0,steady
5,9.98,5,5818.1,4.0,3073850,3.2135,7652.3,10.1,0,0.0,steady
6,12.073,5,5818.1,4.0,2001339,2.093,7649.7,12.01,0,0.0,steady
7,14.71,5,5818.1,4.0,2522294,2.6366,7653.2,13.37,0,0.0,steady
8,19.078,5,5818.1,4.0,2704846,4.3676,4954.4,13.01,0,0.0,steady
9,20.813,4,2924.4,4.0,1655570,1.7345,7635.9,15.27,0,0.0,switch
10,24.337,5,5818.1,4.0,3365562,3.5239,7640.4,15.75,0,0.0,switch
11,26.718,5,5818.1,4.0,2275093,2.3809,7644.5,17.36,0,0.0,steady
12,29.446,5,5818.1,4.0,2605054,2.7272,7641.6,18.64,0,0.0,steady
13,32.665,5,5818.1,4.0,2999223,3.2182,7455.8,19.42,0,0.0,steady
14,50.609,5,5818.1,4.0,3222204,17.9434,1436.6,5.47,0,0.0,steady
15,51.048,2,685.0,4.0,415959,0.4387,7584.4,9.04,0,0.0,switch
16,52.868,5,5818.1,4.0,1735349,1.8199,7628.4,11.22,0,0.0,switch
17,56.195,5,5818.1,4.0,3176389,3.3263,7639.4,11.89,0,0.0,steady
18,59.902,5,5818.1,4.0,3539164,3.7072,7637.4,12.18,0,0.0,steady
19,62.733,5,5818.1,4.0,2702943,2.8303,7640.1,13.35,0,0.0,steady
20,67.899,5,5818.1,4.0,3054691,5.1663,4730.2,12.18,0,0.0,steady
21,69.612,4,2924.4,4.0,1634038,1.7131,7630.7,14.47,0,0.0,switch
22,72.482,5,5818.1,4.0,2740303,2.8692,7640.5,15.6,0,0.0,switch
23,74.027,5,5818.1,4.0,1473621,1.5449,7630.8,18.06,0,0.0,steady
24,77.272,5,5818.1,4.0,3098959,3.2448,7640.4,18.81,0,0.0,steady
25,79.23,5,5818.1,4.0,1868801,1.9583,7634.4,20.85,0,0.0,steady
26,82.068,5,5818.1,4.0,2709372,2.8372,7639.6,22.02,0,0.0,steady
