seg_index,timestamp,representation,bitrate_kbps,seg_dur_s,seg_bytes,download_time_s,throughput_kbps,buffer_s,stall_events,stall_duration_s,action
1,0.131,1,295.0,4.0,77930,0.1276,4885.4,4.0,0,0.0,steady
2,0.452,1,295.0,4.0,190947,0.3203,4769.7,7.68,0,0.0,steady
3,2.864,4,2924.4,4.0,1440488,2.4117,4778.4,9.27,0,0.0,switch
4,5.476,4,2924.4,4.0,1560430,2.612,4779.3,10.66,0,0.0,steady
5,8.216,4,2924.4,4.0,1637070,2.7397,4780.3,11.92,0,0.0,steady
6,9.911,4,2924.4,4.0,1013753,1.695,4784.6,14.22,0,0.0,steady
7,12.021,4,2924.4,4.0,1260231,2.1095,4779.3,16.11,0,0.0,steady
8,14.515,4,2924.4,4.0,1489755,2.4935,4779.6,17.62,0,0.0,steady
9,17.287,4,2924.4,4.0,1655570,2.7716,4778.6,18.84,0,0.0,steady
10,22.594,4,2924.4,4.0,1713066,5.3068,2582.5,17.54,0,0.0,steady
11,23.569,3,1465.2,4.0,582629,0.975,4780.8,20.56,0,0.0,switch
12,25.73,4,2924.4,4.0,1291502,2.1613,4780.4,22.4,0,0.0,switch
13,28.303,4,2924.4,4.0,1537016,2.5728,4779.4,23.83,0,0.0,steady
14,31.019,4,2924.4,4.0,1623114,2.7156,4781.6,25.11,0,0.0,steady
15,35.452,4,2924.4,4.0,1928282,3.2291,4777.2,24.68,0,0.0,steady
16,37.366,4,2924.4,4.0,723959,1.2124,4777.1,26.77,0,0.0,steady
17,42.605,4,2924.4,4.0,1419382,2.4303,4672.3,25.53,0,0.0,steady
18,60.349,4,2924.4,4.0,1920802,5.2388,2933.2,11.78,0,0.0,steady
19,61.516,3,1465.2,4.0,696701,1.1674,4774.4,14.62,0,0.0,switch
20,64.213,4,2924.4,4.0,1610274,2.6966,4777.2,15.92,0,0.0,switch
21,66.948,4,2924.4,4.0,1634038,2.7351,4779.5,17.18,0,0.0,steady
22,69.199,4,2924.4,4.0,1343919,2.2501,4778.2,18.93,0,0.0,steady
23,70.449,4,2924.4,4.0,746363,1.2503,4775.6,21.68,0,0.0,steady
24,73.135,4,2924.4,4.0,1604801,2.6862,4779.5,23.0,0,0.0,steady
25,74.607,4,2924.4,4.0,878550,1.4714,4776.8,25.52,0,0.0,steady
26,80.26,4,2924.4,4.0,1313599,4.0486,2595.7,23.87,0,0.0,steady
27,82.329,3,1465.2,4.0,858230,2.0684,3319.4,25.8,0,0.0,switch
28,87.159,4,2924.4,4.0,1805843,3.0255,4775.0,24.97,0,0.0,switch
29,90.936,4,2924.4,4.0,1654943,2.7731,4774.3,25.2,0,0.0,steady
30,94.727,4,2924.4,4.0,1544526,2.5876,4775.1,25.4,0,0.0,steady
31,99.374,4,2924.4,4.0,1876562,3.1435,4775.8,24.76,0,0.0,steady
32,117.509,4,2924.4,4.0,1615454,17.3324,745.6,10.62,0,0.0,steady
