seg_index,timestamp,representation,bitrate_kbps,seg_dur_s,seg_bytes,download_time_s,throughput_kbps,buffer_s,stall_events,stall_duration_s,action
1,0.131,1,295.0,4.0,77930,0.1264,4930.5,4.0,0,0.0,steady
2,0.452,1,295.0,4.0,190947,0.3208,4761.1,7.68,0,0.0,steady
3,2.863,4,2924.4,4.0,1440488,2.4114,4779.0,9.27,0,0.0,switch
4,5.476,4,2924.4,4.0,1560430,2.6123,4778.8,10.65,0,0.0,steady
5,8.215,4,2924.4,4.0,1637070,2.739,4781.5,11.92,0,0.0,steady
6,9.911,4,2924.4,4.0,1013753,1.6954,4783.6,14.22,0,0.0,steady
7,12.021,4,2924.4,4.0,1260231,2.1099,4778.4,16.11,0,0.0,steady
8,14.514,4,2924.4,4.0,1489755,2.4931,4780.4,17.62,0,0.0,steady
9,17.286,4,2924.4,4.0,1655570,2.7719,4778.2,18.84,0,0.0,steady
10,22.58,4,2924.4,4.0,1713066,5.2935,2588.9,17.55,0,0.0,steady
11,23.555,3,1465.2,4.0,582629,0.9748,4781.4,20.58,0,0.0,switch
12,25.717,4,2924.4,4.0,1291502,2.1613,4780.5,22.41,0,0.0,switch
13,28.289,4,2924.4,4.0,1537016,2.5727,4779.5,23.84,0,0.0,steady
14,31.006,4,2924.4,4.0,1623114,2.7164,4780.2,25.12,0,0.0,steady
15,35.439,4,2924.4,4.0,1928282,3.2294,4776.7,24.69,0,0.0,steady
16,37.354,4,2924.4,4.0,723959,1.2128,4775.6,26.78,0,0.0,steady
17,42.585,4,2924.4,4.0,1419382,2.4228,4686.8,25.55,0,0.0,steady
18,60.404,4,2924.4,4.0,1920802,5.2312,2937.4,11.73,0,0.0,steady
19,61.572,3,1465.2,4.0,696701,1.1672,4775.4,14.56,0,0.0,switch
20,64.269,4,2924.4,4.0,1610274,2.697,4776.4,15.86,0,0.0,switch
21,67.004,4,2924.4,4.0,1634038,2.7355,4778.7,17.13,0,0.0,steady
22,69.255,4,2924.4,4.0,1343919,2.25,4778.5,18.88,0,0.0,steady
23,70.505,4,2924.4,4.0,746363,1.2503,4775.4,21.63,0,0.0,steady
24,73.192,4,2924.4,4.0,1604801,2.6867,4778.6,22.94,0,0.0,steady
25,74.663,4,2924.4,4.0,878550,1.4713,4777.1,25.47,0,0.0,steady
26,78.383,4,2924.4,4.0,1313599,2.2153,4743.7,25.75,0,0.0,steady
27,83.57,4,2924.4,4.0,1620229,3.382,3832.6,24.56,0,0.0,steady
28,87.198,4,2924.4,4.0,1805843,3.025,4775.8,24.93,0,0.0,steady
29,90.973,4,2924.4,4.0,1654943,2.7726,4775.2,25.16,0,0.0,steady
30,94.764,4,2924.4,4.0,1544526,2.5878,4774.8,25.37,0,0.0,steady
31,99.313,4,2924.4,4.0,1876562,3.1433,4776.0,24.82,0,0.0,steady
32,117.635,4,2924.4,4.0,1615454,17.4196,741.9,10.5,0,0.0,steady
