seg_index,timestamp,representation,bitrate_kbps,seg_dur_s,seg_bytes,download_time_s,throughput_kbps,buffer_s,stall_events,stall_duration_s,action
1,0.131,1,295.0,4.0,77930,0.1271,4904.3,4.0,0,0.0,steady
2,0.451,1,295.0,4.0,190947,0.3205,4766.6,7.68,0,0.0,steady
3,2.863,4,2924.4,4.0,1440488,2.4115,4778.7,9.27,0,0.0,switch
4,5.475,4,2924.4,4.0,1560430,2.6117,4779.8,10.66,0,0.0,steady
5,8.215,4,2924.4,4.0,1637070,2.7398,4780.2,11.92,0,0.0,steady
6,9.91,4,2924.4,4.0,1013753,1.6948,4785.2,14.22,0,0.0,steady
7,12.02,4,2924.4,4.0,1260231,2.1098,4778.6,16.11,0,0.0,steady
8,17.137,4,2924.4,4.0,1489755,5.1165,2329.3,14.99,0,0.0,steady
9,18.516,3,1465.2,4.0,824245,1.379,4781.5,17.61,0,0.0,switch
10,21.385,4,2924.4,4.0,1713066,2.868,4778.5,18.75,0,0.0,switch
11,23.109,4,2924.4,4.0,1030878,1.7247,4781.6,21.02,0,0.0,steady
12,25.271,4,2924.4,4.0,1291502,2.1614,4780.3,22.86,0,0.0,steady
13,27.873,4,2924.4,4.0,1537016,2.6022,4725.3,24.26,0,0.0,steady
14,48.267,4,2924.4,4.0,1623114,2.719,4775.5,7.86,0,0.0,steady
15,51.497,4,2924.4,4.0,1928282,3.2304,4775.3,8.63,0,0.0,steady
16,52.711,4,2924.4,4.0,723959,1.2129,4774.9,11.42,0,0.0,steady
17,55.088,4,2924.4,4.0,1419382,2.377,4777.0,13.04,0,0.0,steady
18,60.786,4,2924.4,4.0,1920802,5.6979,2696.8,11.34,0,0.0,steady
19,62.078,3,1465.2,4.0,696701,1.292,4314.0,14.05,0,0.0,switch
20,64.775,4,2924.4,4.0,1610274,2.697,4776.4,15.36,0,0.0,switch
21,67.511,4,2924.4,4.0,1634038,2.7358,4778.3,16.62,0,0.0,steady
22,69.763,4,2924.4,4.0,1343919,2.2511,4776.0,18.37,0,0.0,steady
23,71.014,4,2924.4,4.0,746363,1.2512,4772.0,21.12,0,0.0,steady
