seg_index,timestamp,representation,bitrate_kbps,seg_dur_s,seg_bytes,download_time_s,throughput_kbps,buffer_s,stall_events,stall_duration_s,action
1,0.082,1,295.0,4.0,77930,0.0795,7843.6,4.0,0,0.0,steady
2,0.283,1,295.0,4.0,190947,0.2005,7618.9,7.8,0,0.0,steady
3,3.407,5,5818.1,4.0,2986462,3.1237,7648.4,8.68,0,0.0,switch
4,6.765,5,5818.1,4.0,3208756,3.3573,7646.0,9.32,0,0.0,steady
5,9.979,5,5818.1,4.0,3073850,3.2136,7652.1,10.1,0,0.0,steady
6,12.073,5,5818.1,4.0,2001339,2.0933,7648.6,12.01,0,0.0,steady
7,16.327,5,5818.1,4.0,2522294,4.2542,4743.1,11.75,0,0.0,steady
8,17.889,4,2924.4,4.0,1489755,1.5614,7632.7,14.19,0,0.0,switch
9,21.277,5,5818.1,4.0,3235440,3.388,7639.8,14.81,0,0.0,switch
10,24.802,5,5818.1,4.0,3365562,3.5238,7640.7,15.28,0,0.0,steady
11,27.183,5,5818.1,4.0,2275093,2.381,7644.1,16.9,0,0.0,steady
12,48.184,5,5818.1,4.0,2605054,2.7305,7632.3,4.0,1,4.102,steady
13,48.319,1,295.0,4.0,124544,0.134,7432.9,7.87,1,0.0,switch
14,51.693,5,5818.1,4.0,3222204,3.374,7640.1,8.49,1,0.0,switch
15,55.435,5,5818.1,4.0,3571798,3.7417,7636.7,8.75,1,0.0,steady
16,57.329,5,5818.1,4.0,1735349,1.8938,7330.7,10.86,1,0.0,steady
17,62.252,5,5818.1,4.0,3176389,4.9223,5162.4,9.93,1,0.0,steady
18,64.267,4,2924.4,4.0,1920802,2.0143,7628.7,11.92,1,0.0,switch
19,67.098,5,5818.1,4.0,2702943,2.8309,7638.4,13.09,1,0.0,switch
20,70.297,5,5818.1,4.0,3054691,3.199,7639.0,13.89,1,0.0,steady
