seg_index,timestamp,representation,bitrate_kbps,seg_dur_s,seg_bytes,download_time_s,throughput_kbps,buffer_s,stall_events,stall_duration_s,action
1,0.083,1,295.0,4.0,77930,0.0797,7821.5,4.0,0,0.0,steady
2,0.283,1,295.0,4.0,190947,0.2002,7628.9,7.8,0,0.0,steady
3,3.408,5,5818.1,4.0,2986462,3.1243,7647.0,8.67,0,0.0,switch
4,6.766,5,5818.1,4.0,3208756,3.357,7646.6,9.32,0,0.0,steady
5,9.98,5,5818.1,4.0,3073850,3.2134,7652.5,10.1,0,0.0,steady
6,12.073,5,5818.1,4.0,2001339,2.0933,7648.6,12.01,0,0.0,steady
7,16.33,5,5818.1,4.0,2522294,4.2562,4741.0,11.75,0,0.0,steady
8,17.891,4,2924.4,4.0,1489755,1.5611,7634.5,14.19,0,0.0,switch
9,21.28,5,5818.1,4.0,3235440,3.3881,7639.6,14.8,0,0.0,switch
10,24.804,5,5818.1,4.0,3365562,3.5242,7639.8,15.28,0,0.0,steady
11,27.187,5,5818.1,4.0,2275093,2.3817,7641.9,16.9,0,0.0,steady
12,29.989,5,5818.1,4.0,2605054,2.802,7437.7,18.09,0,0.0,steady
13,47.072,5,5818.1,4.0,2999223,17.0826,1404.6,5.01,0,0.0,steady
14,47.507,2,685.0,4.0,411433,0.4344,7577.1,8.58,0,0.0,switch
15,51.249,5,5818.1,4.0,3571798,3.7417,7636.6,8.83,0,0.0,switch
16,53.068,5,5818.1,4.0,1735349,1.8183,7634.9,11.02,0,0.0,steady
17,56.393,5,5818.1,4.0,3176389,3.3251,7642.1,11.69,0,0.0,steady
18,61.921,5,5818.1,4.0,3539164,5.5267,5123.0,10.16,0,0.0,steady
19,63.357,4,2924.4,4.0,1367677,1.4358,7620.3,12.73,0,0.0,switch
20,66.556,5,5818.1,4.0,3054691,3.1993,7638.5,13.53,0,0.0,switch
21,70.133,5,5818.1,4.0,3415444,3.5762,7640.3,13.95,0,0.0,steady
