seg_index,timestamp,representation,bitrate_kbps,seg_dur_s,seg_bytes,download_time_s,throughput_kbps,buffer_s,stall_events,stall_duration_s,action
1,0.084,1,295.0,4.0,77930,0.0801,7780.6,4.0,0,0.0,steady
2,0.285,1,295.0,4.0,190947,0.2004,7622.5,7.8,0,0.0,steady
3,3.409,5,5818.1,4.0,2986462,3.1241,7647.6,8.67,0,0.0,switch
4,6.767,5,5818.1,4.0,3208756,3.3573,7646.0,9.32,0,0.0,steady
5,9.981,5,5818.1,4.0,3073850,3.2137,7651.8,10.1,0,0.0,steady
6,12.075,5,5818.1,4.0,2001339,2.0938,7646.8,12.01,0,0.0,steady
7,14.713,5,5818.1,4.0,2522294,2.6369,7652.3,13.37,0,0.0,steady
8,19.132,5,5818.1,4.0,2704846,4.4183,4897.5,12.95,0,0.0,steady
9,20.867,4,2924.4,4.0,1655570,1.7354,7632.1,15.22,0,0.0,switch
10,24.392,5,5818.1,4.0,3365562,3.5245,7639.3,15.69,0,0.0,switch
11,26.774,5,5818.1,4.0,2275093,2.381,7644.2,17.31,0,0.0,steady
12,29.501,5,5818.1,4.0,2605054,2.7268,7642.9,18.58,0,0.0,steady
13,32.721,5,5818.1,4.0,2999223,3.2194,7452.8,19.36,0,0.0,steady
14,50.811,5,5818.1,4.0,3222204,18.0885,1425.1,5.27,0,0.0,steady
15,51.249,2,685.0,4.0,415959,0.4388,7583.7,8.83,0,0.0,switch
16,53.069,5,5818.1,4.0,1735349,1.8198,7628.7,11.01,0,0.0,switch
17,56.395,5,5818.1,4.0,3176389,3.3254,7641.4,11.69,0,0.0,steady
18,60.103,5,5818.1,4.0,3539164,3.7073,7637.1,11.98,0,0.0,steady
19,62.934,5,5818.1,4.0,2702943,2.8305,7639.5,13.15,0,0.0,steady
20,67.93,5,5818.1,4.0,3054691,4.9957,4891.7,12.15,0,0.0,steady
21,69.643,4,2924.4,4.0,1634038,1.7132,7630.1,14.44,0,0.0,switch
22,72.513,5,5818.1,4.0,2740303,2.8695,7639.8,15.57,0,0.0,switch
23,74.058,5,5818.1,4.0,1473621,1.5452,7629.5,18.03,0,0.0,steady
24,77.303,5,5818.1,4.0,3098959,3.2444,7641.3,18.78,0,0.0,steady
25,79.261,5,5818.1,4.0,1868801,1.9585,7633.7,20.82,0,0.0,steady
26,82.099,5,5818.1,4.0,2709372,2.8372,7639.7,21.99,0,0.0,steady
27,85.34,5,5818.1,4.0,3095584,3.241,7641.2,22.74,0,0.0,steady
