seg_index,timestamp,representation,bitrate_kbps,seg_dur_s,seg_bytes,download_time_s,throughput_kbps,buffer_s,stall_events,stall_duration_s,action
1,0.084,1,295.0,4.0,77930,0.0802,7775.0,4.0,0,0.0,steady
2,0.285,1,295.0,4.0,190947,0.2005,7619.4,7.8,0,0.0,steady
3,3.409,5,5818.1,4.0,2986462,3.1238,7648.3,8.68,0,0.0,switch
4,6.767,5,5818.1,4.0,3208756,3.3573,7645.9,9.32,0,0.0,steady
5,9.981,5,5818.1,4.0,3073850,3.2132,7652.9,10.1,0,0.0,steady
6,12.074,5,5818.1,4.0,2001339,2.093,7649.8,12.01,0,0.0,steady
7,16.331,5,5818.1,4.0,2522294,4.2569,4740.2,11.75,0,0.0,steady
8,17.893,4,2924.4,4.0,1489755,1.562,7630.0,14.19,0,0.0,switch
9,21.282,5,5818.1,4.0,3235440,3.3888,7638.0,14.8,0,0.0,switch
10,24.807,5,5818.1,4.0,3365562,3.5241,7640.2,15.28,0,0.0,steady
11,27.189,5,5818.1,4.0,2275093,2.3813,7643.1,16.9,0,0.0,steady
12,44.586,5,5818.1,4.0,2605054,17.3964,1198.0,4.0,1,0.502,steady
13,44.72,1,295.0,4.0,124544,0.1343,7418.6,7.87,1,0.0,switch
14,48.095,5,5818.1,4.0,3222204,3.3739,7640.3,8.49,1,0.0,switch
15,51.837,5,5818.1,4.0,3571798,3.742,7636.1,8.75,1,0.0,steady
16,53.656,5,5818.1,4.0,1735349,1.8185,7634.3,10.93,1,0.0,steady
17,57.037,5,5818.1,4.0,3176389,3.3811,7515.6,11.55,1,0.0,steady
18,62.406,5,5818.1,4.0,3539164,5.3679,5274.5,10.18,1,0.0,steady
19,63.841,4,2924.4,4.0,1367677,1.4353,7623.2,12.74,1,0.0,switch
20,67.041,5,5818.1,4.0,3054691,3.1986,7640.0,13.55,1,0.0,switch
21,70.618,5,5818.1,4.0,3415444,3.5763,7640.2,13.97,1,0.0,steady
