seg_index,timestamp,representation,bitrate_kbps,seg_dur_s,seg_bytes,download_time_s,throughput_kbps,buffer_s,stall_events,stall_duration_s,action
1,0.132,1,295.0,4.0,77930,0.1277,4883.9,4.0,0,0.0,steady
2,0.452,1,295.0,4.0,190947,0.32,4773.8,7.68,0,0.0,steady
3,2.864,4,2924.4,4.0,1440488,2.4116,4778.6,9.27,0,0.0,switch
4,5.476,4,2924.4,4.0,1560430,2.612,4779.3,10.66,0,0.0,steady
5,8.215,4,2924.4,4.0,1637070,2.739,4781.5,11.92,0,0.0,steady
6,9.911,4,2924.4,4.0,1013753,1.6952,4784.1,14.22,0,0.0,steady
7,12.021,4,2924.4,4.0,1260231,2.1098,4778.5,16.11,0,0.0,steady
8,14.514,4,2924.4,4.0,1489755,2.4934,4779.8,17.62,0,0.0,steady
9,17.286,4,2924.4,4.0,1655570,2.772,4778.0,18.85,0,0.0,steady
10,22.576,4,2924.4,4.0,1713066,5.289,2591.1,17.56,0,0.0,steady
11,23.551,3,1465.2,4.0,582629,0.9751,4780.2,20.58,0,0.0,switch
12,25.712,4,2924.4,4.0,1291502,2.161,4781.0,22.42,0,0.0,switch
13,28.284,4,2924.4,4.0,1537016,2.572,4780.7,23.85,0,0.0,steady
14,31.001,4,2924.4,4.0,1623114,2.7166,4779.8,25.13,0,0.0,steady
15,35.434,4,2924.4,4.0,1928282,3.229,4777.5,24.7,0,0.0,steady
16,37.347,4,2924.4,4.0,723959,1.2123,4777.5,26.78,0,0.0,steady
17,42.579,4,2924.4,4.0,1419382,2.4242,4684.1,25.55,0,0.0,steady
18,60.345,4,2924.4,4.0,1920802,5.2988,2900.0,11.79,0,0.0,steady
19,61.513,3,1465.2,4.0,696701,1.1672,4775.1,14.62,0,0.0,switch
20,64.21,4,2924.4,4.0,1610274,2.697,4776.5,15.92,0,0.0,switch
21,66.946,4,2924.4,4.0,1634038,2.736,4777.9,17.19,0,0.0,steady
22,69.196,4,2924.4,4.0,1343919,2.2504,4777.5,18.94,0,0.0,steady
23,70.447,4,2924.4,4.0,746363,1.2504,4775.1,21.68,0,0.0,steady
24,73.133,4,2924.4,4.0,1604801,2.6862,4779.5,23.0,0,0.0,steady
25,74.604,4,2924.4,4.0,878550,1.471,4777.8,25.53,0,0.0,steady
26,80.16,4,2924.4,4.0,1313599,3.9511,2659.7,23.97,0,0.0,steady
27,82.25,3,1465.2,4.0,858230,2.0897,3285.5,25.88,0,0.0,switch
28,87.181,4,2924.4,4.0,1805843,3.0252,4775.5,24.95,0,0.0,switch
29,90.955,4,2924.4,4.0,1654943,2.7718,4776.5,25.18,0,0.0,steady
30,94.744,4,2924.4,4.0,1544526,2.5866,4777.1,25.39,0,0.0,steady
31,99.292,4,2924.4,4.0,1876562,3.1437,4775.4,24.84,0,0.0,steady
32,117.634,4,2924.4,4.0,1615454,17.4393,741.1,10.5,0,0.0,steady
