run_id,wall_ts,dpid,mac,handover_exec_ms
cdn_sdn_hightspeed_sit1_spd100_r1,1783941515.081681,1152921504606846978,02:00:00:00:00:00,0.809
cdn_sdn_hightspeed_sit1_spd100_r1,1783941515.082982,1,02:00:00:00:00:00,0.776
cdn_sdn_hightspeed_sit1_spd100_r1,1783941533.136774,1152921504606846979,02:00:00:00:00:00,0.498
cdn_sdn_hightspeed_sit1_spd100_r1,1783941533.139322,1,02:00:00:00:00:00,0.731
cdn_sdn_hightspeed_sit1_spd100_r1,1783941551.160068,1152921504606846980,02:00:00:00:00:00,0.906
cdn_sdn_hightspeed_sit1_spd100_r1,1783941551.161384,1,02:00:00:00:00:00,0.561
