t_epoch,t_elapsed_s,ap,url,position_s,duration_s,state,is_buffering,buffer_pct,cum_stall_events,cum_stall_time_s
1783941517.851,24.061,2,http://10.0.0.100:8082/Video.mp4,0.000,0.000,State.Opening,0,100.0,0,0.000
1783941519.002,25.213,2,http://10.0.0.100:8082/Video.mp4,10.150,634.600,State.Playing,0,0.0,0,0.000
1783941520.004,26.214,2,http://10.0.0.100:8082/Video.mp4,10.150,634.600,State.Playing,0,0.0,0,0.000
1783941521.005,27.215,2,http://10.0.0.100:8082/Video.mp4,10.150,634.600,State.Playing,0,0.0,0,0.000
1783941522.006,28.216,2,http://10.0.0.100:8082/Video.mp4,10.150,634.600,State.Playing,0,0.0,0,0.000
1783941523.007,29.217,2,http://10.0.0.100:8082/Video.mp4,10.150,634.600,State.Playing,0,0.0,0,0.000
1783941524.007,30.218,2,http://10.0.0.100:8082/Video.mp4,10.150,634.600,State.Playing,0,0.0,0,0.000
1783941525.009,31.219,2,http://10.0.0.100:8082/Video.mp4,10.150,634.600,State.Playing,0,0.0,0,0.000
1783941526.010,32.220,2,http://10.0.0.100:8082/Video.mp4,10.150,634.600,State.Playing,0,0.0,0,0.000
1783941527.011,33.221,2,http://10.0.0.100:8082/Video.mp4,10.150,634.600,State.Playing,1,0.0,1,0.330
1783941528.012,34.222,2,http://10.0.0.100:8082/Video.mp4,10.150,634.600,State.Playing,1,0.0,1,1.331
1783941529.013,35.223,2,http://10.0.0.100:8082/Video.mp4,10.150,634.600,State.Playing,1,0.0,1,2.332
1783941530.014,36.224,2,http://10.0.0.100:8082/Video.mp4,10.150,634.600,State.Playing,1,0.0,1,3.333
1783941531.015,37.225,2,http://10.0.0.100:8082/Video.mp4,10.150,634.600,State.Playing,1,0.0,1,4.334
1783941532.015,38.226,2,http://10.0.0.100:8082/Video.mp4,10.150,634.600,State.Playing,1,0.0,1,5.335
1783941533.016,39.227,2,http://10.0.0.100:8082/Video.mp4,10.150,634.600,State.Playing,1,0.0,1,6.336
1783941534.017,40.228,2,http://10.0.0.100:8082/Video.mp4,10.150,634.600,State.Playing,1,0.0,1,7.336
1783941535.018,41.229,2,http://10.0.0.100:8082/Video.mp4,10.150,634.600,State.Playing,1,0.0,1,8.337
1783941536.044,42.254,3,http://10.0.0.100:8083/Video.mp4,0.000,0.000,State.Opening,1,0.0,1,9.363
1783941537.196,43.406,3,http://10.0.0.100:8083/Video.mp4,10.150,634.600,State.Playing,1,0.0,1,10.515
1783941538.197,44.408,3,http://10.0.0.100:8083/Video.mp4,10.150,634.600,State.Playing,1,0.0,1,11.516
1783941539.198,45.409,3,http://10.0.0.100:8083/Video.mp4,10.150,634.600,State.Playing,1,0.0,1,12.518
1783941540.200,46.410,3,http://10.0.0.100:8083/Video.mp4,10.150,634.600,State.Playing,1,0.0,1,13.519
1783941541.201,47.412,3,http://10.0.0.100:8083/Video.mp4,10.150,634.600,State.Playing,1,0.0,1,14.521
1783941542.203,48.414,3,http://10.0.0.100:8083/Video.mp4,10.150,634.600,State.Playing,1,0.0,1,15.522
1783941543.205,49.415,3,http://10.0.0.100:8083/Video.mp4,10.150,634.600,State.Playing,1,0.0,1,16.524
1783941544.206,50.417,3,http://10.0.0.100:8083/Video.mp4,10.150,634.600,State.Playing,1,0.0,1,17.526
1783941545.207,51.418,3,http://10.0.0.100:8083/Video.mp4,10.150,634.600,State.Playing,1,0.0,1,18.527
1783941546.208,52.419,3,http://10.0.0.100:8083/Video.mp4,10.150,634.600,State.Playing,1,0.0,1,19.528
1783941547.209,53.420,3,http://10.0.0.100:8083/Video.mp4,10.150,634.600,State.Playing,1,0.0,1,20.529
1783941548.210,54.421,3,http://10.0.0.100:8083/Video.mp4,10.150,634.600,State.Playing,1,0.0,1,21.530
1783941549.212,55.422,3,http://10.0.0.100:8083/Video.mp4,10.150,634.600,State.Playing,1,0.0,1,22.531
1783941550.213,56.423,3,http://10.0.0.100:8083/Video.mp4,10.150,634.600,State.Playing,1,0.0,1,23.532
1783941551.214,57.424,3,http://10.0.0.100:8083/Video.mp4,10.150,634.600,State.Playing,1,0.0,1,24.533
1783941552.215,58.425,3,http://10.0.0.100:8083/Video.mp4,10.150,634.600,State.Playing,1,0.0,1,25.534
1783941553.216,59.426,3,http://10.0.0.100:8083/Video.mp4,10.150,634.600,State.Playing,1,0.0,1,26.535
1783941554.244,60.455,4,http://10.0.0.100:8084/Video.mp4,0.000,0.000,State.Opening,1,0.0,1,27.563
1783941555.396,61.606,4,http://10.0.0.100:8084/Video.mp4,10.150,634.600,State.Playing,1,0.0,1,28.715
1783941556.397,62.607,4,http://10.0.0.100:8084/Video.mp4,10.150,634.600,State.Playing,1,0.0,1,29.716
1783941557.398,63.608,4,http://10.0.0.100:8084/Video.mp4,10.150,634.600,State.Playing,1,0.0,1,30.717
1783941558.399,64.610,4,http://10.0.0.100:8084/Video.mp4,10.150,634.600,State.Playing,1,0.0,1,31.718
1783941559.400,65.611,4,http://10.0.0.100:8084/Video.mp4,10.150,634.600,State.Playing,1,0.0,1,32.719
1783941560.401,66.612,4,http://10.0.0.100:8084/Video.mp4,10.150,634.600,State.Playing,1,0.0,1,33.720
1783941561.402,67.613,4,http://10.0.0.100:8084/Video.mp4,10.150,634.600,State.Playing,1,0.0,1,34.721
1783941562.403,68.614,4,http://10.0.0.100:8084/Video.mp4,10.150,634.600,State.Playing,1,0.0,1,35.722
1783941563.404,69.615,4,http://10.0.0.100:8084/Video.mp4,10.150,634.600,State.Playing,1,0.0,1,36.723
1783941564.405,70.616,4,http://10.0.0.100:8084/Video.mp4,10.150,634.600,State.Playing,1,0.0,1,37.724
1783941565.406,71.617,4,http://10.0.0.100:8084/Video.mp4,10.150,634.600,State.Playing,1,0.0,1,38.725
1783941566.407,72.618,4,http://10.0.0.100:8084/Video.mp4,10.150,634.600,State.Playing,1,0.0,1,39.726
1783941567.409,73.619,4,http://10.0.0.100:8084/Video.mp4,10.150,634.600,State.Playing,1,0.0,1,40.728
1783941568.410,74.620,4,http://10.0.0.100:8084/Video.mp4,10.150,634.600,State.Playing,1,0.0,1,41.729
1783941569.410,75.621,4,http://10.0.0.100:8084/Video.mp4,10.150,634.600,State.Playing,1,0.0,1,42.730
1783941570.411,76.622,4,http://10.0.0.100:8084/Video.mp4,10.150,634.600,State.Playing,1,0.0,1,43.731
1783941571.412,77.623,4,http://10.0.0.100:8084/Video.mp4,10.150,634.600,State.Playing,1,0.0,1,44.731
