t_epoch,t_elapsed_s,ap,url,position_s,duration_s,state,is_buffering,buffer_pct,cum_stall_events,cum_stall_time_s
1783941493.789,0.000,1,http://10.0.0.100:8081/Video.mp4,0.000,0.000,State.NothingSpecial,0,0.0,0,0.000
1783941494.791,1.001,1,http://10.0.0.100:8081/Video.mp4,0.000,0.000,State.Opening,0,0.0,0,0.000
1783941495.792,2.002,1,http://10.0.0.100:8081/Video.mp4,0.000,0.000,State.Opening,0,0.0,0,0.000
1783941496.793,3.004,1,http://10.0.0.100:8081/Video.mp4,0.000,0.000,State.Opening,0,0.0,0,0.000
1783941497.794,4.005,1,http://10.0.0.100:8081/Video.mp4,0.000,0.000,State.Opening,0,0.0,0,0.000
1783941498.795,5.006,1,http://10.0.0.100:8081/Video.mp4,0.000,634.600,State.Playing,0,0.0,0,0.000
1783941499.796,6.007,1,http://10.0.0.100:8081/Video.mp4,0.000,634.600,State.Playing,0,0.0,0,0.000
1783941500.797,7.008,1,http://10.0.0.100:8081/Video.mp4,0.000,634.600,State.Playing,0,0.0,0,0.000
1783941501.798,8.009,1,http://10.0.0.100:8081/Video.mp4,0.000,634.600,State.Playing,0,0.0,0,0.000
1783941502.799,9.009,1,http://10.0.0.100:8081/Video.mp4,0.000,634.600,State.Playing,0,0.0,0,0.000
1783941503.800,10.011,1,http://10.0.0.100:8081/Video.mp4,0.000,634.600,State.Playing,0,0.0,0,0.000
1783941504.801,11.011,1,http://10.0.0.100:8081/Video.mp4,0.000,634.600,State.Playing,0,0.0,0,0.000
1783941505.802,12.012,1,http://10.0.0.100:8081/Video.mp4,0.000,634.600,State.Playing,0,0.0,0,0.000
1783941506.803,13.013,1,http://10.0.0.100:8081/Video.mp4,0.000,634.600,State.Playing,0,0.0,0,0.000
1783941507.804,14.015,1,http://10.0.0.100:8081/Video.mp4,0.000,634.600,State.Playing,0,100.0,0,0.000
1783941508.805,15.016,1,http://10.0.0.100:8081/Video.mp4,0.650,634.600,State.Playing,0,100.0,0,0.000
1783941509.806,16.017,1,http://10.0.0.100:8081/Video.mp4,1.650,634.600,State.Playing,0,100.0,0,0.000
1783941510.807,17.018,1,http://10.0.0.100:8081/Video.mp4,2.900,634.600,State.Playing,0,100.0,0,0.000
1783941511.808,18.019,1,http://10.0.0.100:8081/Video.mp4,3.900,634.600,State.Playing,0,100.0,0,0.000
1783941512.810,19.020,1,http://10.0.0.100:8081/Video.mp4,4.900,634.600,State.Playing,0,100.0,0,0.000
1783941513.811,20.021,1,http://10.0.0.100:8081/Video.mp4,6.150,634.600,State.Playing,0,100.0,0,0.000
1783941514.812,21.022,1,http://10.0.0.100:8081/Video.mp4,7.150,634.600,State.Playing,0,100.0,0,0.000
1783941515.813,22.024,1,http://10.0.0.100:8081/Video.mp4,8.150,634.600,State.Playing,0,100.0,0,0.000
1783941516.815,23.025,1,http://10.0.0.100:8081/Video.mp4,9.150,634.600,State.Playing,0,100.0,0,0.000
