t,x,dist,ap,rssi,rssi_src,bw_mbps,cache,latency_s,speed_bps,loss_pct,stall,vlc_buffer_pct,vlc_cum_stall_s,handover,vehicle_speed_kmh,outage,cum_outage_s
47.3,1013.0,13.0,ap3,-50.00,live,10.000,HIT,0.2775,1889306,0.000,1,0.0,14.521,0,100,0,0.000
47.8,1026.9,26.9,ap3,-56.00,live,10.000,HIT,0.2308,2271307,0.000,1,0.0,14.521,0,100,0,0.000
48.3,1040.8,40.8,ap3,-59.00,live,10.000,HIT,0.2507,2091046,0.000,1,0.0,15.522,0,100,0,0.000
48.8,1054.7,54.7,ap3,-62.00,live,10.000,HIT,0.2330,2250105,0.000,1,0.0,15.522,0,100,0,0.000
49.3,1068.6,68.6,ap3,-64.00,live,8.000,HIT,0.3164,1656900,0.000,1,0.0,16.524,0,100,0,0.000
49.8,1082.5,82.5,ap3,-65.00,live,8.000,HIT,0.2948,1778755,0.000,1,0.0,16.524,0,100,0,0.000
50.3,1096.4,96.4,ap3,-66.00,live,8.000,HIT,0.2933,1787756,0.000,1,0.0,17.526,0,100,0,0.000
50.8,1110.3,110.3,ap3,-68.00,live,8.000,HIT,0.2748,1908202,0.000,1,0.0,17.526,0,100,0,0.000
51.3,1124.2,124.2,ap3,-69.00,live,5.000,HIT,0.5746,912491,0.000,1,0.0,18.527,0,100,0,0.000
51.9,1142.1,142.1,ap3,-70.00,live,5.000,HIT,0.5100,1028010,0.000,1,0.0,19.528,0,100,0,0.000
52.5,1158.3,158.3,ap3,-71.00,live,5.000,HIT,0.7263,721860,0.000,1,0.0,20.529,0,100,0,0.000
53.3,1180.5,180.5,ap3,-72.00,live,5.000,HIT,0.5415,968209,0.000,1,0.0,20.529,0,100,0,0.000
53.9,1197.5,197.5,ap3,-72.00,live,5.000,HIT,0.7711,679896,0.000,1,0.0,21.530,0,100,0,0.000
54.8,1221.0,221.0,ap3,-73.00,live,5.000,HIT,0.5833,898786,0.000,1,0.0,22.531,0,100,0,0.000
55.4,1239.3,239.3,ap3,-74.00,live,5.000,HIT,0.6334,827722,0.000,1,0.0,22.531,0,100,0,0.000
56.1,1258.9,241.1,ap4,-74.00,live,5.000,HIT,0.2845,1842963,20.779,1,0.0,26.535,1,100,0,0.000
60.0,1368.0,132.0,ap4,-69.00,live,5.000,HIT,0.3261,1607654,0.000,1,0.0,27.563,0,100,0,0.000
60.5,1381.9,118.1,ap4,-68.00,live,5.000,HIT,0.9088,576881,0.000,1,0.0,28.715,0,100,0,0.000
61.5,1409.0,91.0,ap4,-66.00,live,5.000,HIT,1.0968,478030,0.000,1,0.0,29.716,0,100,0,0.000
62.7,1441.4,58.6,ap4,-62.00,live,8.000,HIT,0.3630,1444129,0.000,1,0.0,29.716,0,100,0,0.000
63.2,1455.3,44.7,ap4,-60.00,live,8.000,HIT,0.3762,1393494,0.000,1,0.0,30.717,0,100,0,0.000
63.7,1469.2,30.8,ap4,-57.00,live,10.000,HIT,0.2889,1815006,0.000,1,0.0,30.717,0,100,0,0.000
64.2,1483.1,16.9,ap4,-52.00,live,10.000,HIT,0.2079,2522119,0.000,1,0.0,31.718,0,100,0,0.000
64.7,1497.0,3.0,ap4,-38.00,live,10.000,HIT,0.2227,2354076,0.000,1,0.0,31.718,0,100,0,0.000
65.2,1510.9,10.9,ap4,-48.00,live,10.000,HIT,0.2497,2099798,0.000,1,0.0,32.719,0,100,0,0.000
65.7,1524.8,24.8,ap4,-55.00,live,10.000,HIT,0.3768,1391496,0.000,1,0.0,32.719,0,100,0,0.000
66.2,1538.7,38.7,ap4,-59.00,live,10.000,HIT,0.2451,2138764,0.000,1,0.0,33.720,0,100,0,0.000
66.7,1552.6,52.6,ap4,-61.00,live,10.000,HIT,0.3593,1459104,0.000,1,0.0,33.720,0,100,0,0.000
67.2,1566.5,66.5,ap4,-63.00,live,8.000,HIT,0.2516,2083691,0.000,1,0.0,34.721,0,100,0,0.000
67.7,1580.4,80.4,ap4,-65.00,live,8.000,HIT,0.3300,1588790,0.000,1,0.0,34.721,0,100,0,0.000
68.2,1594.3,94.3,ap4,-66.00,live,8.000,HIT,0.3045,1721964,0.000,1,0.0,35.722,0,100,0,0.000
68.7,1608.1,108.1,ap4,-67.00,live,8.000,HIT,0.4264,1229568,0.000,1,0.0,35.722,0,100,0,0.000
69.2,1622.0,122.0,ap4,-68.00,live,8.000,HIT,0.3081,1701753,0.000,1,0.0,36.723,0,100,0,0.000
69.7,1635.9,135.9,ap4,-69.00,live,5.000,HIT,1.0534,497689,0.000,1,0.0,37.724,0,100,0,0.000
70.8,1667.2,167.2,ap4,-71.00,live,5.000,HIT,0.9725,539098,0.000,1,0.0,38.725,0,100,0,0.000
71.9,1696.2,196.2,ap4,-72.00,live,5.000,HIT,0.9316,562809,0.000,1,0.0,39.726,0,100,0,0.000
72.9,1724.1,224.1,ap4,-73.00,live,5.000,HIT,0.8903,588910,0.000,1,0.0,40.728,0,100,0,0.000
73.8,1750.8,250.8,ap4,-74.00,live,5.000,HIT,0.9894,529892,0.000,1,0.0,41.729,0,100,0,0.000
74.9,1780.3,280.3,ap4,-75.00,live,2.000,HIT,2.5433,206142,0.000,1,0.0,44.731,0,100,0,0.000
