seg_index,timestamp,representation,bitrate_kbps,seg_dur_s,seg_bytes,download_time_s,throughput_kbps,buffer_s,stall_events,stall_duration_s,action
1,0.13,1,295.0,4.0,77930,0.1271,4903.9,4.0,0,0.0,steady
2,0.451,1,295.0,4.0,190947,0.3203,4769.2,7.68,0,0.0,steady
3,2.862,4,2924.4,4.0,1440488,2.4115,4778.7,9.27,0,0.0,switch
4,5.474,4,2924.4,4.0,1560430,2.6117,4779.8,10.66,0,0.0,steady
5,8.214,4,2924.4,4.0,1637070,2.7393,4781.0,11.92,0,0.0,steady
6,9.909,4,2924.4,4.0,1013753,1.6951,4784.3,14.22,0,0.0,steady
7,12.019,4,2924.4,4.0,1260231,2.11,4778.2,16.11,0,0.0,steady
8,14.513,4,2924.4,4.0,1489755,2.4929,4780.7,17.62,0,0.0,steady
9,19.722,4,2924.4,4.0,1655570,5.2091,2542.6,16.41,0,0.0,steady
10,21.174,3,1465.2,4.0,867957,1.4523,4781.1,18.96,0,0.0,switch
11,22.9,4,2924.4,4.0,1030878,1.7255,4779.6,21.23,0,0.0,switch
12,25.061,4,2924.4,4.0,1291502,2.1614,4780.2,23.07,0,0.0,steady
13,27.634,4,2924.4,4.0,1537016,2.5726,4779.7,24.5,0,0.0,steady
14,30.852,4,2924.4,4.0,1623114,2.7167,4779.6,25.28,0,0.0,steady
15,54.028,4,2924.4,4.0,1928282,3.2298,4776.2,6.1,0,0.0,steady
16,55.24,4,2924.4,4.0,723959,1.2126,4776.4,8.89,0,0.0,steady
17,57.617,4,2924.4,4.0,1419382,2.3771,4776.9,10.51,0,0.0,steady
18,60.834,4,2924.4,4.0,1920802,3.2161,4778.0,11.3,0,0.0,steady
19,63.126,4,2924.4,4.0,1367677,2.2916,4774.5,13.0,0,0.0,steady
20,65.827,4,2924.4,4.0,1610274,2.701,4769.4,14.3,0,0.0,steady
21,70.238,4,2924.4,4.0,1634038,4.4111,2963.5,13.89,0,0.0,steady
22,71.326,3,1465.2,4.0,648712,1.0875,4772.2,16.8,0,0.0,switch
23,72.577,4,2924.4,4.0,746363,1.2512,4772.0,19.55,0,0.0,switch
24,75.265,4,2924.4,4.0,1604801,2.6872,4777.5,20.87,0,0.0,steady
25,76.736,4,2924.4,4.0,878550,1.4715,4776.4,23.39,0,0.0,steady
26,78.937,4,2924.4,4.0,1313599,2.2005,4775.6,25.19,0,0.0,steady
27,82.855,4,2924.4,4.0,1620229,2.7146,4774.9,25.27,0,0.0,steady
